      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000     -2.12500      1.02083     -2.80729    -0.539062     -1.75521      0.00000     -2.34635     0.611979     -1.04688    -0.320312    -0.622396    -0.197917    -0.747396    -0.190104      0.00000     0.437500     -1.38021      2.34635     -4.61198      5.46354     -6.01823      4.91667     -8.92188      12.5807      0.00000      14.7474     -15.1901      9.89583     -10.5833      7.52604     -8.19792      3.03385
    0.0223424    0.0118742   -0.0379749    0.0176727    0.0745727    0.0389857     0.121833    0.0245337   -0.0242878    0.0564595    0.0850234 -0.000332698    0.0649149    0.0329282  -0.00153082    0.0653675    0.0336969 -0.000396438    0.0504923   -0.0197467    0.0919144    0.0894326     0.241993     0.239591     0.161551     0.253152     0.319238     0.231868     0.283251     0.390402     0.214100     0.187595     -2.04028      1.11466     -2.87670    -0.395108     -1.68140    0.0523614     -2.28394     0.716241    -0.913818    -0.203247    -0.586966    -0.113161    -0.577389    -0.142594     -20.2705     0.467858     -1.28986      2.65853     -4.89139      6.02342     -6.36354      5.64104     -9.82368      14.0524     -95.6683      21.2387     -19.6379      13.1637     -13.8553      10.6786     -11.2058      4.45114
    0.0632288    0.0969268    0.0657854    0.0950106    0.0404743     0.109395    0.0927640    0.0382376    0.0762857    0.0840264    0.0975493     0.115134     0.106569     0.174362    0.0684456    0.0971290     0.120315    0.0697800     0.104084     0.107113     0.167409     0.122596     0.335181     0.367969     0.363252     0.381311     0.363563     0.438165     0.472996     0.404897     0.386856     0.240963     -2.16276      1.12989     -3.06305    -0.415302     -1.73436    0.0660314     -2.33577     0.684824    -0.993281    -0.213782    -0.629698    -0.139756    -0.595864    -0.124691     -21.0936     0.482491     -1.34081      2.74672     -5.21397      6.24718     -6.58351      5.77481     -10.2991      14.6706     -99.3869      21.3027     -20.2921      13.6948     -14.5845      11.2728     -11.7244      4.48958
    0.0690439    0.0214308    0.0256938    0.0426792    0.0184138    0.0169598  -0.00548207    0.0413648 -0.000638518    0.0253275    0.0275746    0.0172124  0.000647455    0.0432289   0.00249636    0.0355876    0.0253150    0.0384968    0.0442573    0.0282117    0.0456279   0.00531043    0.0481073    0.0596949    0.0718755    0.0707720    0.0854797    0.0761878    0.0821119    0.0845068    0.0457737    0.0492843     -2.19112      1.13885     -3.10597    -0.420388     -1.79360    0.0902300     -2.38353     0.747859     -1.02544    -0.195928    -0.658417    -0.174223    -0.645250    -0.108967     -21.5437     0.448668     -1.35067      2.72738     -5.18722      6.35997     -6.82395      5.93022     -10.4848      15.0524     -101.792      22.3293     -20.9500      14.1658     -14.9293      11.4901     -11.9252      4.61224
    0.0520210    0.0236444    0.0168019    0.0101735   -0.0186739    0.0870466    0.0137065    0.0300058    0.0683222   -0.0349879    0.0544906    0.0101983    0.0672183    0.0115875    0.0717823    0.0265302    0.0421321    0.0191081    0.0748798    0.0107755    0.0136515   -0.0160641    0.0375912     0.112480     0.118714   -0.0318042     0.106136    0.0864163     0.117172     0.146542    0.0596815    0.0495722     -2.23262      1.18310     -3.21007    -0.397715     -1.83713     0.116910     -2.45393     0.713670     -1.09870    -0.171481    -0.686842    -0.116005    -0.671622    -0.186069     -23.2381     0.560742     -1.39151      2.93709     -5.56840      6.72174     -7.04924      6.16227     -11.0167      15.9218     -107.086      23.1012     -21.8445      14.7447     -15.3712      11.7430     -12.2763      4.81980
    0.0288746  -0.00447337    0.0498748    0.0198595   0.00876489    0.0435213    0.0261220    0.0275498    0.0190191    0.0438508    0.0490542   -0.0136633    0.0703252    0.0373839    0.0222176   -0.0281915    0.0933999    0.0558007    0.0243119    0.0571405    0.0556495    0.0244423     0.126024     0.145915     0.113568     0.121921     0.120325     0.151755     0.157932     0.155582    0.0819573    0.0881496     -2.17598      1.20846     -3.10891    -0.428891     -1.74343    0.0854149     -2.33892     0.732683     -1.01908    -0.154420    -0.657785    -0.132964    -0.612201    -0.111540     -21.6185     0.429829     -1.33706      2.76776     -5.20132      6.36765     -6.74648      5.89754     -10.4969      15.0114     -101.290      21.9207     -20.8601      14.0672     -14.7036      11.2943     -11.7376      4.59110
   0.00919116    0.0626375    0.0208984     0.105202    0.0173466    0.0615703    0.0309793    0.0463340   -0.0161765    0.0798199    0.0113013   -0.0183549   -0.0401472   -0.0113238   -0.0186998    0.0231827  -0.00542559    0.0274539    0.0492622    0.0592567  -0.00702686    0.0508710    0.0785150   0.00221179     0.118339     0.146047    0.0871553     0.177122     0.139959     0.153936    0.0365952    0.0502954     -2.27148      1.18747     -3.20477    -0.473996     -1.89357     0.131622     -2.54899     0.807783     -1.10690    -0.198965    -0.664019    -0.217822    -0.665012    -0.171080     -23.0069     0.509418     -1.36688      2.92165     -5.52288      6.77559     -7.14967      6.17357     -11.0373      15.6954     -107.126      23.4659     -21.7929      14.7902     -15.4077      11.8258     -12.3303      4.85409
    0.0563616    0.0198963    0.0467085    0.0469508  -0.00326758    0.0410711    0.0271259    0.0436316    0.0403228    0.0560323    0.0546903    0.0415877    0.0483970    0.0646555    0.0447526    0.0633390    0.0553011    0.0719624    0.0681809    0.0642533    0.0642075    0.0553116     0.169182     0.190934     0.151891     0.190185     0.146373     0.158579     0.215926     0.185837     0.162696     0.136303     -2.27843      1.19964     -3.29921    -0.438406     -1.87385    0.0827717     -2.50962     0.769279     -1.08249    -0.194779    -0.683584    -0.142110    -0.662645    -0.141389     -22.9491     0.485153     -1.40491      2.88694     -5.49103      6.73448     -7.14691      6.22816     -11.0709      15.8419     -107.334      23.2833     -22.0226      14.9006     -15.6156      11.9933     -12.4864      4.86788
    0.0522317    0.0135528    0.0152926   0.00501612  -0.00458304    0.0743572   -0.0109521    0.0467556    0.0795942   0.00867902    0.0719820    0.0317690    0.0313069    0.0531268    0.0374030    0.0172763    0.0732484   0.00482989    0.0604060    0.0502957    0.0127565    0.0309807    0.0398681     0.151066     0.100476    0.0739895    0.0675095    0.0952364     0.118985     0.150514     0.117451    0.0773382     -2.14492      1.14244     -3.04128    -0.392574     -1.72945    0.0954304     -2.29801     0.707934    -0.981180    -0.158020    -0.604688    -0.107075    -0.612466    -0.109792     -21.4274     0.466208     -1.35709      2.71292     -5.19070      6.21755     -6.56571      5.84859     -10.4166      14.7111     -98.5093      20.9167     -20.2437      13.8411     -14.3980      11.0770     -11.5366      4.60994
    0.0143259   -0.0268538   -0.0186772    0.0799112   -0.0134576     0.169175   -0.0980998    0.0743960     0.126735     0.151670     0.127730    0.0808539   -0.0133805     0.154279   -0.0150003   0.00525230     0.122455    0.0704751    0.0615412     0.225440   -0.0109129  -0.00829848    0.0925858     0.192047     0.260991    0.0966190     0.258065     0.248946     0.272116     0.285930     0.105855   0.00872059     -2.18737      1.08165     -3.03687    -0.435147     -1.75981     0.102762     -2.34936     0.729017    -0.997619    -0.164877    -0.633489   0.00297157    -0.669596   -0.0745106     -21.9667     0.437610     -1.37560      2.89100     -5.48113      6.55968     -6.83434      6.11191     -10.6531      15.0437     -100.493      20.0832     -20.3401      13.4125     -14.1289      10.8986     -11.5378      4.56664
