0.039      0.00      0.00      0.00                   
0.078      0.00      0.00      0.00                   
0.117      0.00      0.00      0.00                   
0.156      0.00      0.00      0.00                   
0.195      0.00      0.00      0.00                   
0.234      0.00      0.00      0.00                   
0.273      0.00      0.00      0.00                   
0.312      0.00      0.00      0.00                   
0.351      0.00      0.00      0.00                   
0.390      0.00      0.00      0.00                   
0.429      0.00   9453.90  14087.10                   
0.468      0.00   9284.98  13718.40                   
0.507      0.00   9114.99  13356.50                   
0.546     23.75   8944.76  13003.50                   
0.585    533.75   8774.22  12659.40                   
0.624   2259.25   8605.91  12332.70                   
0.663   4053.00   8438.13  12021.10                   
0.702   5727.50   8276.49  11799.50                   
0.741   6869.00   8140.91  11656.60                   
0.780   8326.25   8051.16  11936.70                   
0.819   9824.50   8010.19  12384.80                   
0.858  11238.80   8109.41  13484.60                   
0.897  13185.20   8423.75  15282.90                   
0.936  16215.20   9023.93  18172.00                   
0.975  20537.00   9941.05  22332.20                   
1.014  25516.50  11313.20  27987.00                   
1.053  31754.20  13293.10  35411.80                   
1.092  39784.50  15971.70  44739.50                   
1.131  49609.80  19401.10  55818.30                   
1.170  62440.00  24161.70  71142.40                   
1.209  77073.00  29585.40  87042.20                   
1.248  93912.20  35959.70 104895.00                   
1.287 112493.00  43931.70 125656.00                   
1.326 133845.00  52501.10 147932.00                   
1.365 157979.00  62022.80 172412.00                   
1.404 184394.00  72442.50 199202.00                   
1.443 213662.00  83831.80 228850.00                   
1.482 247375.00  96005.80 260670.00                   
1.521 283535.00 109011.00 294803.00                   
1.560 321462.00 122789.00 330587.00                   
1.599 358514.00 137026.00 366859.00                   
1.638 395117.00 152009.00 403523.00                   
1.677 429112.00 166721.00 437574.00                   
1.716 456041.00 181009.00 468215.00                   
1.755 477238.00 194498.00 494205.00                   
1.794 492464.00 206910.00 514723.00                   
1.833 500836.00 217742.00 529211.00                   
1.872 500407.00 226906.00 538096.00                   
1.911 496409.00 234371.00 541871.00                   
1.950 490020.00 240213.00 541470.00                   
1.989 484661.00 244632.00 538052.00                   
2.028 474028.00 247961.00 532860.00                   
2.067 465441.00 250332.00 526579.00                   
2.106 457272.00 252057.00 519867.00                   
2.145 451252.00 253196.00 513068.00                   
2.184 444769.00 253888.00 506195.00                   
2.223 436440.00 253881.00 498708.00                   
2.262 429157.00 253081.00 490221.00                   
2.301 421852.00 251489.00 480661.00                   
2.340 413167.00 248921.00 469574.00                   
2.379 401994.00 245148.00 456238.00                   
2.418 390460.00 240275.00 441188.00                   
2.457 378980.00 234628.00 425805.00                   
2.496 365155.00 228125.00 409158.00                   
2.535 350428.00 220988.00 391758.00                   
2.574 336836.00 213124.00 373610.00                   
2.613 325191.00 205683.00 356511.00                   
2.652 314135.00 198333.00 340039.00                   
2.691 303279.00 191261.00 324473.00                   
2.730 294086.00 184616.00 310012.00                   
2.769 286596.00 178458.00 296571.00                   
2.808 280740.00 172981.00 284697.00                   
2.847 274744.00 168074.00 273933.00                   
2.886 271016.00 163600.00 264006.00                   
2.925 267144.00 159607.00 255057.00                   
2.964 262689.00 155865.00 246619.00                   
3.003 257779.00 152574.00 238995.00                   
3.042 253568.00 149354.00 231479.00                   
3.081 248314.00 146357.00 224490.00                   
3.120 242276.00 143648.00 218168.00                   
3.159 236013.00 141043.00 212098.00                   
3.198 229932.00 138488.00 206219.00                   
3.237 222923.00 135884.00 200439.00                   
3.276 215469.00 133474.00 195022.00                   
3.315 209094.00 131079.00 189768.00                   
3.354 201773.00 128692.00 184672.00                   
3.393 195488.00 126306.00 179716.00                   
3.432 188725.00 123912.00 174882.00                   
3.471 181742.00 121465.00 170111.00                   
3.510 175494.00 118919.00 165302.00                   
3.549 168801.00 116329.00 160573.00                   
3.588 161968.00 113629.00 155792.00                   
3.627 156661.00 110804.00 150940.00                   
3.666 149876.00 107840.00 145984.00                   
3.705 144549.00 104740.00 140919.00                   
3.744 137759.00 101518.00 135766.00                   
3.783 131572.00  98157.10 130491.00                   
3.822 125235.00  94719.20 125184.00                   
3.861 119068.00  91277.70 119941.00                   
3.900 112680.00  87805.10 114712.00                   
3.939 107443.00  84328.10 109527.00                   
3.978 102751.00  80886.80 104441.00                   
4.017  97786.50  77538.00  99529.00                   
4.056  93296.00  74304.40  94814.00                   
4.095  89003.50  71203.40  90318.70                   
4.134  85251.50  68253.20  86063.90                   
4.173  81575.50  65467.60  82067.40                   
4.212  78082.00  62842.40  78316.00                   
4.251  75316.80  60389.60  74826.00                   
4.290  72378.80  58096.70  71576.50                   
4.329  69897.20  55942.10  68536.70                   
4.368  67728.50  53949.20  65735.20                   
4.407  65215.20  52067.30  63100.60                   
4.446  63459.00  50317.40  60660.90                   
4.485  61702.00  48678.60  58386.40                   
4.524  59447.80  47130.30  56246.00                   
4.563  57963.50  45681.30  54247.80                   
4.602  55912.50  44270.20  52310.30                   
4.641  55047.20  42947.00  50512.40                   
4.680  53134.80  41731.00  48865.40                   
4.719  51613.50  40607.70  47338.90                   
4.758  50314.50  39540.80  45895.50                   
4.797  49448.50  38547.60  44551.40                   
4.836  48391.00  37624.40  43303.60                   
4.875  47165.00  36761.10  42137.20                   
4.914  46560.20  35969.70  41066.90                   
4.953  46090.80  35243.20  40082.50                   
4.992  45133.80  34576.50  39177.00                   
5.031  44257.50  33976.70  38360.70                   
5.070  43664.00  33456.80  37643.50                   
5.109  43628.50  33048.60  37055.50                   
5.148  43377.50  32882.50  36726.40                   
5.187  42825.20  33126.10  36821.00                   
5.226  42753.00  33341.80  36901.70                   
5.265  43006.80  33559.80  36999.00                   
5.304  42802.00  33946.40  37278.80                   
5.343  43009.50  34519.10  37754.40                   
5.382  43412.20  35310.50  38464.00                   
5.421  43672.50  36342.20  39425.10                   
5.460  44205.20  37617.80  40639.50                   
5.499  45050.20  39176.90  42148.40                   
5.538  46680.50  41042.40  43973.00                   
5.577  48040.50  43219.00  46118.00                   
5.616  49397.80  45725.20  48600.90                   
5.655  51800.00  48568.40  51428.30                   
5.694  53837.20  51745.50  54596.40                   
5.733  56096.20  55253.50  58101.10                   
5.772  59105.20  59056.20  61905.50                   
5.811  61745.80  63130.30  65985.70                   
5.850  65567.50  67420.90  70284.00                   
5.889  69073.50  71873.70  74745.60                   
5.928  72974.50  76420.00  79301.30                   
5.967  76151.20  80974.80  83863.20                   
6.006  80405.00  85451.10  88344.30                   
6.045  84155.20  89765.90  92659.10                   
6.084  87187.20  93819.00  96707.40                   
6.123  91089.20  97497.60 100375.00                   
6.162  94360.80 100716.00 103575.00                   
6.201  97144.00 103393.00 106225.00                   
6.240  99267.00 105474.00 108272.00                   
6.279 100749.00 107016.00 109771.00                   
6.318 101878.00 107788.00 110493.00                   
6.357 102862.00 107868.00 110514.00                   
6.396 102484.00 107260.00 109841.00                   
6.435 102058.00 106008.00 108517.00                   
6.474 100363.00 104151.00 106583.00                   
6.513  98990.20 101792.00 104144.00                   
6.552  96650.50  98936.90 101205.00                   
6.591  94026.80  95719.20  97901.40                   
6.630  90753.20  92227.20  94323.00                   
6.669  87465.00  88548.50  90557.90                   
6.708  84596.50  84793.80  86718.10                   
6.747  81541.20  81040.80  82882.30                   
6.786  78098.00  77394.30  79155.30                   
6.825  75181.50  73882.20  75565.60                   
6.864  72380.20  70595.50  72205.20                   
6.903  69516.50  67559.50  69098.80                   
6.942  66794.50  64806.40  66279.40                   
6.981  64393.00  62357.20  63767.30                   
7.020  62115.20  60211.60  61562.70                   
7.059  60201.20  58358.30  59653.50                   
7.098  58516.50  56798.70  58041.70                   
7.137  56989.00  55483.70  56677.10                   
7.176  55980.00  54408.70  55555.60                   
7.215  54444.00  53520.40  54623.20                   
7.254  53406.00  52794.10  53854.70                   
7.293  53094.20  52187.70  53208.20                   
7.332  52660.20  51668.90  52651.10                   
7.371  51528.20  51206.50  52150.20                   
7.410  50971.20  50764.70  51671.60                   
7.449  50327.50  50296.30  51168.70                   
7.488  49779.20  49717.80  50558.00                   
7.527  49156.80  49014.90  49824.20                   
7.566  48596.80  48400.80  49180.30                   
7.605  47984.50  47918.40  48668.50                   
7.644  47356.50  47353.60  48075.40                   
7.683  46394.20  46692.80  47387.00                   
7.722  45897.00  45948.10  46615.50                   
7.761  44822.80  45129.40  45770.70                   
7.800  44335.20  44251.50  44867.50                   
7.839  43326.00  43312.40  43904.00                   
7.878  42273.50  42330.20  42897.90                   
7.917  41632.50  41314.80  41859.60                   
7.956  40828.00  40276.90  40799.40                   
7.995  39927.80  39235.10  39736.50                   
8.034  38976.50  38188.30  38668.90                   
8.073  38338.20  37142.00  37602.60                   
8.112  37108.50  36109.70  36551.10                   
8.151  36341.80  35098.50  35521.30                   
8.190  35287.00  34113.20  34518.10                   
8.229  34569.00  33167.40  33555.40                   
8.268  33836.00  32247.70  32619.10                   
8.307  32961.50  31364.80  31720.40                   
8.346  32514.20  30520.10  30860.40                   
8.385  31412.80  29723.00  30048.80                   
8.424  30553.80  28956.20  29268.00                   
8.463  29733.00  28225.50  28523.70                   
8.502  29117.00  27542.70  27828.20                   
8.541  28435.80  26875.90  27148.90                   
8.580  27969.20  26240.60  26501.80                   
8.619  27123.20  25661.80  25911.70                   
8.658  26285.50  25098.30  25337.30                   
8.697  26000.50  24568.70  24797.40                   
8.736  25448.50  24055.70  24274.30                   
8.775  24726.00  23558.10  23767.00                   
8.814  23997.80  23010.40  23210.20                   
8.853  23566.80  22570.60  22761.50                   
8.892  23103.00  22149.10  22331.60                   
8.931  22530.50  21728.10  21902.60                   
8.970  22302.00  21323.70  21490.40                   
9.009  21798.80  20918.30  21077.60                   
9.048  21518.00  20528.40  20680.70                   
9.087  20848.80  20144.80  20290.30                   
9.126  20450.50  19728.60  19867.50                   
9.165  20033.50  19364.50  19497.30                   
9.204  19580.50  18996.10  19122.90                   
9.243  19175.20  18639.60  18760.70                   
9.282  18863.80  18283.70  18399.40                   
9.321  18475.80  17928.10  18038.40                   
9.360  18188.50  17584.00  17689.40                   
9.399  17661.20  17222.10  17322.70                   
9.438  17378.00  16890.50  16986.60                   
9.477  17142.80  16562.60  16654.30                   
9.516  16643.00  16228.60  16316.00                   
9.555  16545.50  15909.40  15992.80                   
9.594  16160.50  15594.30  15674.00                   
9.633  15786.80  15283.60  15359.70                   
9.672  15425.00  14970.60  15043.10                   
9.711  15319.00  14669.30  14738.40                   
9.750  14960.00  14370.20  14436.20                   
9.789  14552.20  14078.40  14141.30                   
9.828  14546.00  13783.10  13843.00                   
9.867  14029.20  13500.10  13557.30                   
9.906  13983.50  13219.50  13274.00                   
9.945  13737.50  12946.00  12997.90                   
9.984  12974.20  12676.60  12726.10                   
                                                      
                                                      
                                                      
-4.2135337e-02   0.0000000e+00  0.00000  1.3952392e-11
-3.4353383e-03   0.0000000e+00  0.00000  8.6822778e-11
 3.5264661e-02   0.0000000e+00  0.00000  5.1115779e-10
 7.3964660e-02   0.0000000e+00  0.00000  2.8471649e-09
 1.1266466e-01   0.0000000e+00  0.00000  1.5003987e-08
 1.5136466e-01   0.0000000e+00  0.00000  7.4806149e-08
 1.9006466e-01   0.0000000e+00  0.00000  3.5286189e-07
 2.2876466e-01   0.0000000e+00  0.00000  1.5747419e-06
 2.6746465e-01   0.0000000e+00  0.00000  6.6489282e-06
 3.0616465e-01   0.0000000e+00  0.00000  2.6560246e-05
 3.4486465e-01   0.0000000e+00  0.00000  1.0038099e-04
 3.8356465e-01   0.0000000e+00  0.00000  3.5893085e-04
 4.2226465e-01   4.5154729e-01  1.00000  1.2142586e-03
 4.6096465e-01   3.8493897e+00 19.07880  3.8864606e-03
 4.9966465e-01   1.0386128e+01 34.45290  1.1769066e-02
 5.3836465e-01  -1.8282040e+01 32.87860  3.3719177e-02
 5.7706465e-01  -2.8025128e+01 31.48020  9.1403435e-02
 6.1576465e-01   4.3174785e+01 31.76480  2.3442451e-01
 6.5446464e-01  -2.3475465e+01 29.91650  5.6885850e-01
 6.9316464e-01  -1.9138742e+01 29.51270  1.3060924e+00
 7.3186464e-01  -2.1147701e+01 29.22330  2.8374117e+00
 7.7056464e-01  -3.0608208e+01 28.79240  5.8326201e+00
 8.0926464e-01  -5.5161941e+00 28.35490  1.1345334e+01
 8.4796464e-01   1.8305056e+01 28.17800  2.0883832e+01
 8.8666464e-01   5.7219144e+01 28.84440  3.6381499e+01
 9.2536464e-01   3.1327043e+01 28.33730  5.9990601e+01
 9.6406464e-01   8.9985428e+01 29.00000  9.3647796e+01
 1.0027646e+00   1.5673868e+02 30.05000  1.3843343e+02
 1.0414646e+00   2.1691254e+02 30.78960  1.9386044e+02
 1.0801646e+00   2.7084862e+02 31.57530  2.5734115e+02
 1.1188646e+00   3.7406645e+02 32.81770  3.2412470e+02
 1.1575646e+00   4.1649601e+02 33.52610  3.8791571e+02
 1.1962646e+00   3.9280668e+02 33.31670  4.4216677e+02
 1.2349646e+00   4.6302451e+02 34.01470  4.8175259e+02
 1.2736646e+00   5.5753306e+02 35.00000  5.0450918e+02
 1.3123646e+00   5.0960594e+02 34.59770  5.1208223e+02
 1.3510646e+00   4.9230423e+02 34.42380  5.0972118e+02
 1.3897646e+00   5.3273583e+02 34.82810  5.0501187e+02
 1.4284646e+00   5.3074682e+02 34.77070  5.0590847e+02
 1.4671646e+00   5.6614544e+02 35.18520  5.1864931e+02
 1.5058646e+00   5.2272483e+02 34.71310  5.4614297e+02
 1.5445646e+00   5.6516539e+02 35.35530  5.8722132e+02
 1.5832646e+00   6.2452206e+02 35.97220  6.3687655e+02
 1.6219646e+00   6.7661001e+02 36.46920  6.8734154e+02
 1.6606646e+00   7.2322931e+02 37.58990  7.2970300e+02
 1.6993646e+00   7.2026636e+02 37.01350  7.5566846e+02
 1.7380646e+00   7.9165195e+02 38.13140  7.5912159e+02
 1.7767646e+00   8.1899763e+02 38.31450  7.3717379e+02
 1.8154646e+00   6.4581481e+02 35.98610  6.9053750e+02
 1.8541646e+00   5.5482377e+02 34.91420  6.2319409e+02
 1.8928646e+00   5.4715846e+02 34.64100  5.4148097e+02
 1.9315646e+00   4.9859902e+02 33.97060  4.5284275e+02
 1.9702646e+00   3.4277084e+02 31.62280  3.6454540e+02
 2.0089646e+00   3.4462304e+02 31.28900  2.8262552e+02
 2.0476646e+00   2.3211652e+02 29.59730  2.1125145e+02
 2.0863646e+00   1.3582377e+02 28.28430  1.5254522e+02
 2.1250646e+00   1.0527532e+02 27.74890  1.0679690e+02
 2.1637646e+00   7.4354307e+01 26.60830  7.2929244e+01
 2.2024646e+00   3.2171489e+01 25.80700  4.9051409e+01
 2.2411646e+00   4.6299341e+01 26.26790  3.2968125e+01
 2.2798646e+00  -8.0373824e+00 25.76820  2.2563277e+01
 2.3185646e+00   4.8774908e+01 25.92300  1.6031770e+01
 2.3572646e+00   1.8772875e+01 25.67100  1.1975211e+01
 2.3959646e+00  -5.2777612e+01 24.59670  9.3988495e+00
 2.4346646e+00   3.5371246e+00 25.23890  7.6515570e+00
 2.4733646e+00   1.0365300e+01 25.33770  6.3436982e+00
 2.5120646e+00   4.5827841e+01 26.00000  5.2661856e+00
 2.5507646e+00   2.4827841e+01 25.59300  4.3229499e+00
 2.5894646e+00   3.3979712e+01 25.55390  3.4808210e+00
 2.6281646e+00  -3.1969389e+01 24.71840  2.7359123e+00
 2.6668646e+00  -4.1324031e+01 24.49490  2.0933809e+00
 2.7055646e+00  -3.9254160e+00 25.11970  1.5569058e+00
 2.7442646e+00   9.0855773e+00 25.33770  1.1245788e+00
 2.7829646e+00  -3.3958396e+01 24.63740  7.8857472e-01
 2.8216646e+00  -1.8720612e+01 24.73860  5.3668924e-01
 2.8603646e+00   4.5565599e+01 21.00000  3.5446973e-01
 2.8990646e+00  -1.9513388e+01 20.17420  2.2718814e-01
 2.9377646e+00  -7.2955565e+00 19.89970  1.4129580e-01
 2.9764646e+00  -3.8440092e+00 20.00000  8.5271401e-02
 3.0151646e+00   3.1867308e+01 20.54260  4.9934972e-02
 3.0538646e+00   7.5126666e+00 19.89970  2.8374741e-02
 3.0925646e+00  -6.4006874e+01 18.78830  1.5645301e-02
 3.1312646e+00  -1.5498327e+01 19.36490  8.3706748e-03
 3.1699646e+00  -3.4673808e+00 19.94990  4.3457165e-03
 3.2086646e+00  -1.2694171e+01 19.92490  2.1892058e-03
 3.2473646e+00   2.8686525e+01 20.04990  1.0701287e-03
 3.2860646e+00   1.5267957e+01 19.54480  5.0758606e-04
 3.3247646e+00   2.8858349e+01 20.09980  2.3361868e-04
 3.3634646e+00  -1.4863962e+01 19.39070  1.0433492e-04
 3.4021646e+00  -1.6712090e+01 19.05260  4.5214317e-05
 3.4408646e+00   3.8794423e+01 20.22370  1.9012818e-05
 3.4795646e+00   5.2256964e+01 20.51830  7.7578474e-06
 3.5182646e+00  -3.7340766e+00 19.49360  3.0715683e-06
 3.5569646e+00  -7.4962928e+00 19.13110  1.1800579e-06
 3.5956646e+00   7.5147005e+00 19.46790  4.3991695e-07
 3.6343646e+00   5.2567633e+01 20.76050  1.5913374e-07
 3.6730646e+00  -2.5088719e+01 18.89440  5.5857058e-08
 3.7117646e+00   1.4245971e+01 19.62140  1.9024710e-08
 3.7504646e+00  -7.0317183e+00 18.65480  6.2875618e-09
 3.7891646e+00   3.4087174e+01 19.59590  2.0163721e-09
 3.8278646e+00   4.8109160e+01 19.84940  6.2745606e-10
 3.8665646e+00  -8.8089955e+00 19.28730  1.8946115e-10
 3.9052646e+00   3.8237011e+01 19.84940  5.5511276e-11
 3.9439646e+00   8.8803356e+00 19.49360  1.5782161e-11
 3.9826646e+00   1.5472761e+01 19.44220  4.3538750e-12
 4.0213646e+00  -1.6990630e+00 18.94730  1.1654929e-12
 4.0600646e+00  -3.9514212e+01 17.43560  3.0273842e-13
 4.0987646e+00  -2.6945806e+01 18.13840  7.6304411e-14
 4.1374646e+00   1.0882369e+01 19.10500  1.8661905e-14
 4.1761646e+00   1.7239045e+01 18.86800  4.4288043e-15
 4.2148646e+00  -1.3245482e+01 18.19340  1.0198616e-15
 4.2535646e+00   3.0871736e+00 18.78830  2.2788733e-16
 4.2922646e+00   1.0602647e+01 19.13110  4.9410967e-17
 4.3309645e+00   3.1357937e+01 19.10500  1.0395628e-17
 4.3696645e+00   5.5627413e+00 18.30300  2.1222782e-18
 4.4083645e+00  -9.8908399e+00 18.33030  4.2041491e-19
 4.4470645e+00  -2.8049278e+00 18.54720  8.0812421e-20
 4.4857645e+00  -1.7318367e+01 17.52140  1.5073091e-20
 4.5244645e+00  -4.6530561e+00 18.19340  2.7280402e-21
 4.5631645e+00  -1.2373333e+01 17.94440  4.7909695e-22
 4.6018645e+00  -1.9448252e+01 17.66350  8.1643245e-23
 4.6405645e+00  -1.7813887e+01 17.72000  1.3500235e-23
 4.6792645e+00   1.0016322e+01 17.97220  2.1661403e-24
 4.7179645e+00   9.7565521e+00 18.35760  3.3725320e-25
 4.7566645e+00  -2.4157536e+01 17.43560  5.0950655e-26
 4.7953645e+00  -1.6049637e+01 17.57840  7.4690898e-27
 4.8340645e+00   9.3709643e+00 18.00000  1.0624532e-27
 4.8727645e+00  -1.8941738e+01 17.40690  1.4664799e-28
 4.9114645e+00  -1.3932857e+00 17.88850  1.9641139e-29
 4.9501645e+00  -1.1338319e+01 17.32050  2.5525921e-30
 4.9888645e+00  -3.3952732e+01 17.02940  3.2189956e-31
 5.0275645e+00  -1.9380259e+01 16.82260  3.9389779e-32
 5.0662645e+00  -1.5521137e+01 17.20470  4.6770384e-33
 5.1049645e+00  -1.2164461e+01 16.85230  5.3886817e-34
 5.1436645e+00  -8.1974410e+00 17.14640  6.0244629e-35
 5.1823645e+00  -1.2637995e+01 16.94110  6.5354929e-36
 5.2210645e+00   1.2500850e+01 17.88850  6.8795903e-37
 5.2597645e+00  -4.4971166e+00 16.91150  7.0270172e-38
 5.2984645e+00  -1.5787833e+01 16.67330  6.9647201e-39
 5.3371645e+00  -5.4551775e+00 17.14640  6.6982373e-40
 5.3758645e+00  -4.1115288e+00 17.29160  6.2508863e-41
 5.4145645e+00   2.7460944e+01 17.57840  5.6603969e-42
 5.4532645e+00  -2.3369265e+01 16.64330  4.9736632e-43
 5.4919645e+00   3.0086350e+01 17.23370  4.2406271e-44
 5.5306645e+00  -3.2347279e+01 16.24810  3.5083911e-45
 5.5693645e+00   8.4059780e+00 17.32050  2.8165024e-46
 5.6080645e+00   1.9311106e+01 17.17560  2.1939992e-47
 5.6467645e+00   8.5997888e+00 17.26270  1.6583913e-48
 5.6854645e+00   6.6307347e+00 17.52140  1.2163590e-49
 5.7241645e+00  -2.7807785e+01 15.90600  8.6568669e-51
 5.7628645e+00  -6.4492053e-01 16.34010  5.9783856e-52
 5.8015645e+00  -2.1118454e+01 15.81140  4.0061879e-53
 5.8402645e+00  -8.5720355e+00 16.70330  2.6049711e-54
 5.8789645e+00  -2.3734625e-01 16.61320  1.6436098e-55
 5.9176645e+00  -6.8685966e-01 16.06240  1.0062798e-56
 5.9563645e+00  -4.0875085e+00 16.67330  5.9780975e-58
 5.9950645e+00  -4.1517069e+01 15.36230  3.4461283e-59
 6.0337645e+00   2.2839607e+01 16.88190  1.9276319e-60
 6.0724645e+00  -2.0655219e+00 16.61320  1.0462633e-61
 6.1111645e+00  -6.4071367e+00 15.84300  5.5103864e-63
 6.1498645e+00   9.9365119e+00 16.46210  2.8160953e-64
 6.1885645e+00   1.8689769e+01 16.58310  1.3964868e-65
 6.2272645e+00  -2.2243191e+00 15.96870  6.7197105e-67
 6.2659645e+00  -2.3542043e+00 16.18640  3.1375343e-68
 6.3046645e+00  -1.4545981e+01 15.32970  1.4215123e-69
 6.3433645e+00  -1.8728799e+01 15.19870  6.2493805e-71
 6.3820645e+00   1.7068431e+01 15.93740  2.6659225e-72
 6.4207645e+00  -1.5385150e+01 15.42720  1.1035253e-73
 6.4594645e+00   2.2015499e+01 15.87450  4.4324238e-75
 6.4981645e+00  -1.9737758e+01 14.66290  1.7275255e-76
 6.5368645e+00   7.9495391e+00 15.81140  6.5332890e-78
 6.5755645e+00   1.0240255e+01 15.77970  2.3975269e-79
 6.6142645e+00   7.7357756e+00 15.45960  8.5372757e-81
 6.6529645e+00   7.1763297e+00 15.52420  2.9498460e-82
 6.6916645e+00   1.8123397e+01 15.65250  9.8901661e-84
 6.7303645e+00   2.0438134e+01 14.93320  3.2175999e-85
 6.7690645e+00   3.2458087e+01 15.74800  1.0157450e-86
 6.8077645e+00  -6.0594203e+00 14.86610  3.1114411e-88
 6.8464645e+00  -9.6168324e+00 14.24780  9.2483164e-90
 6.8851645e+00   5.0065392e+00 14.83240  2.6673990e-91
 6.9238645e+00   9.0963384e-01 14.73090  7.4651320e-93
 6.9625645e+00   2.0867695e+01 15.09970  2.0272682e-94
 7.0012645e+00   1.3105479e+01 14.49140  5.3420648e-96
 7.0399645e+00  -4.0541913e+01 13.22880  1.3659390e-97
 7.0786645e+00   6.7398434e+00 14.28290  3.3890475e-99
 7.1173645e+00   8.2133772e+00 14.21270 8.1592120e-101
 7.1560645e+00  -2.3216184e+01 12.88410 1.9060882e-102
 7.1947645e+00  -1.5420988e+01 13.34170 4.3207783e-104
 7.2334645e+00   1.1557026e+01 14.45680 9.5039728e-106
 7.2721645e+00  -2.9474538e+00 13.67480 2.0284887e-107
 7.3108645e+00   1.0299289e+01 14.31780 4.2011116e-109
 7.3495645e+00  -4.9364606e+00 13.52770 8.4426746e-111
 7.3882645e+00  -1.0656738e+01 13.26650 1.6463421e-112
 7.4269645e+00  -2.8420988e+01 12.84520 3.1151886e-114
 7.4656645e+00  -3.7955822e+00 13.22880 5.7196943e-116
 7.5043645e+00   8.5700530e+00 13.67480 1.0190265e-117
 7.5430645e+00  -1.8892488e+01 12.68860 1.7616612e-119
 7.5817645e+00   2.6119921e+00 13.78400 2.9551769e-121
 7.6204645e+00   3.5043587e+01 14.49140 4.8102627e-123
 7.6591645e+00  -8.4519335e+00 13.19090 7.5976330e-125
 7.6978645e+00   1.0106070e+00 13.49070 1.1644264e-126
 7.7365645e+00  -1.4075305e+01 12.88410 1.7316894e-128
 7.7752645e+00  -6.8768349e-01 13.22880 2.4989188e-130
 7.8139645e+00   1.0607021e-02 13.45360 3.4991174e-132
 7.8526645e+00  -1.3418954e+01 12.76710 4.7543274e-134
 7.8913645e+00  -7.6457444e+00 13.30410 6.2682148e-136
 7.9300645e+00   2.9710931e+01 14.10670 8.0190490e-138
 7.9687645e+00   4.9513408e-01 13.26650 9.9546519e-140
 8.0074645e+00   1.6247871e-01 13.03840 1.1990947e-141
 8.0461645e+00  -1.0557798e+01 12.56980 1.4015388e-143
 8.0848645e+00  -1.5987359e+01 12.16550 1.5895748e-145
 8.1235645e+00  -1.4117244e+01 12.53000  0.0000000e+00
 8.1622645e+00  -2.5267082e+01 11.83220  0.0000000e+00
 8.2009644e+00  -2.5707636e+01 11.70470  0.0000000e+00
 8.2396644e+00   2.1173472e+01 13.74770  0.0000000e+00
 8.2783644e+00   1.3732918e+01 13.37910  0.0000000e+00
 8.3170644e+00  -4.1701767e+00 12.64910  0.0000000e+00
 8.3557644e+00   6.7878842e+00 12.72790  0.0000000e+00
 8.3944644e+00  -2.1051285e+01 11.74730  0.0000000e+00
 8.4331644e+00   2.0358323e+01 13.07670  0.0000000e+00
 8.4718644e+00   4.4971680e+00 12.76710  0.0000000e+00
 8.5105644e+00  -9.2760414e+00 11.87430  0.0000000e+00
 8.5492644e+00  -1.0630683e+01 11.74730  0.0000000e+00
 8.5879644e+00  -9.7385820e+00 11.91640  0.0000000e+00
 8.6266644e+00  -5.9963185e+00 11.95830  0.0000000e+00
 8.6653644e+00  -6.9523454e+00 11.57580  0.0000000e+00
 8.7040644e+00   5.5961073e+00 12.08300  0.0000000e+00
 8.7427644e+00  -1.7769528e+01 11.09050  0.0000000e+00
 8.7814644e+00  -3.0162711e+00 11.53260  0.0000000e+00
 8.8201644e+00  -1.8500798e+01 11.09050  0.0000000e+00
 8.8588644e+00  -9.8664333e+00 11.48910  0.0000000e+00
 8.8975644e+00   1.4704006e+01 12.32880  0.0000000e+00
 8.9362644e+00   2.5124607e+01 12.32880  0.0000000e+00
 8.9749644e+00   1.4682560e+00 11.48910  0.0000000e+00
 9.0136644e+00  -1.5595670e+01 10.48810  0.0000000e+00
 9.0523644e+00  -1.2829669e+00 10.81670  0.0000000e+00
 9.0910644e+00  -1.5317440e+00 11.35780  0.0000000e+00
 9.1297644e+00   3.2325060e+00 11.26940  0.0000000e+00
 9.1684644e+00   1.2049688e+01 11.66190  0.0000000e+00
 9.2071644e+00   1.6311209e+00 10.90870  0.0000000e+00
 9.2458644e+00  -1.9036224e+01 10.19800  0.0000000e+00
 9.2845644e+00   1.2534216e+01 11.44550  0.0000000e+00
 9.3232644e+00  -1.5959271e+01  9.64365  0.0000000e+00
 9.3619644e+00  -1.3809433e+01 10.04990  0.0000000e+00
 9.4006644e+00  -5.1750683e+00 10.48810  0.0000000e+00
 9.4393644e+00   7.7500128e+00 10.95450  0.0000000e+00
 9.4780644e+00  -1.9078163e+01  9.74679  0.0000000e+00
 9.5167644e+00  -2.3690541e+01  9.27362  0.0000000e+00
 9.5554644e+00   3.9637763e+00 11.26940  0.0000000e+00
 9.5941644e+00   5.5452088e+00 11.04540  0.0000000e+00
 9.6328644e+00   1.0936615e+00 10.81670  0.0000000e+00
