0.92  3.1    1.5   0.99 
1.09  3.6    1.7   1.1  
1.25  4.4    2.1   1.4  
1.17  4.3    2.0   1.4  
1.02  3.8    1.8   1.2  
1.24  4.5    2.1   1.4  
0.83  2.8    1.3   0.88 
0.85  3.5    1.6   1.1  
0.94  3.1    1.4   0.97 
0.66  2.4    1.1   0.76 
0.16  0.73   0.32  0.21 
0.30  1.4    0.66  0.44 
0.21  0.86   0.39  0.26 
0.81  2.7    1.2   0.84 
0.82  2.7    1.3   0.85 
0.82  2.7    1.2   0.84 
0.80  2.7    1.3   0.86 
0.80  2.7    1.3   0.86 
0.80  2.7    1.3   0.86 
0.92  3.0    1.4   0.96 
1.51  4.4    2.1   1.4  
0.80  2.8    1.3   0.87 
                        
1.16  0.023  0.113 0.28 
1.51  0.030  0.143 0.36 
0.82  0.021  0.099 0.24 
0.41  0.013  0.059 0.14 
0.19  0.0076 0.034 0.081
0.55  0.016  0.074 0.18 
1.23  0.024  0.120 0.29 
0.039 0.0030 0.012 0.026
1.48  0.028  0.130 0.33 
0.52  0.013  0.061 0.15 
0.70  0.012  0.060 0.15 
0.59  0.0093 0.045 0.11 
0.64  0.012  0.057 0.14 
1.58  0.029  0.140 0.34 
1.51  0.027  0.13  0.33 
1.70  0.030  0.15  0.36 
1.02  0.021  0.10  0.25 
1.03  0.021  0.10  0.25 
1.07  0.021  0.10  0.26 
1.40  0.026  0.13  0.31 
3.36  0.052  0.26  0.65 
0.84  0.019  0.00  0.22 
