0.039      0.00      0.00      0.00                   
0.078      0.00      0.00      0.00                   
0.117      0.00      0.00      0.00                   
0.156      0.00      0.00      0.00                   
0.195      0.00      0.00      0.00                   
0.234      0.00      0.00      0.00                   
0.273      0.00      0.00      0.00                   
0.312      0.00      0.00      0.00                   
0.351      0.00      0.00      0.00                   
0.390      0.00      0.00      0.00                   
0.429      0.00    573.29    719.88                   
0.468      0.00    574.79    717.04                   
0.507      0.00    575.92    713.93                   
0.546     39.00    576.75    710.62                   
0.585     71.00    577.25    707.09                   
0.624     73.00    577.26    703.18                   
0.663    152.00    576.77    698.83                   
0.702    224.25    575.57    693.85                   
0.741    372.50    573.81    688.45                   
0.780    536.25    571.34    682.98                   
0.819    653.00    568.04    676.99                   
0.858    877.25    563.94    670.69                   
0.897   1009.00    559.48    665.33                   
0.936   1089.50    554.65    660.81                   
0.975   1100.00    549.68    658.69                   
1.014   1095.50    545.23    659.34                   
1.053   1080.00    542.00    664.40                   
1.092   1061.75    540.87    675.18                   
1.131   1044.75    542.00    691.80                   
1.170   1052.75    547.37    718.94                   
1.209   1073.25    559.33    766.06                   
1.248   1087.25    575.55    818.61                   
1.287   1120.75    598.50    886.08                   
1.326   1112.75    637.71    981.42                   
1.365   1225.50    682.81   1093.63                   
1.404   1255.50    740.13   1231.77                   
1.443   1366.50    812.56   1403.15                   
1.482   1517.00    900.66   1605.84                   
1.521   1713.25   1006.45   1843.52                   
1.560   1948.25   1132.25   2119.21                   
1.599   2219.25   1280.37   2431.22                   
1.638   2536.50   1447.40   2771.40                   
1.677   2827.75   1646.07   3157.58                   
1.716   3147.75   1858.33   3552.04                   
1.755   3477.25   2088.64   3960.23                   
1.794   3874.25   2335.82   4376.72                   
1.833   4311.25   2601.63   4801.04                   
1.872   4870.25   2876.92   5222.77                   
1.911   5258.75   3163.59   5646.12                   
1.950   5741.75   3460.76   6071.78                   
1.989   6270.50   3767.27   6501.18                   
2.028   6622.50   4085.14   6940.18                   
2.067   7142.75   4411.11   7385.71                   
2.106   7443.50   4744.14   7837.15                   
2.145   7730.25   5083.01   8291.83                   
2.184   8239.00   5422.46   8741.62                   
2.223   8567.25   5760.26   9180.96                   
2.262   8884.00   6088.33   9596.54                   
2.301   9159.25   6396.61   9973.27                   
2.340   9561.25   6681.83  10305.20                   
2.379   9816.25   6942.05  10588.70                   
2.418  10047.50   7176.94  10822.90                   
2.457  10270.00   7372.17  10987.40                   
2.496  10452.00   7534.29  11109.40                   
2.535  10689.50   7666.33  11183.50                   
2.574  10717.20   7772.87  11218.90                   
2.613  10732.50   7861.12  11227.50                   
2.652  10672.20   7933.25  11214.70                   
2.691  10668.80   8003.48  11199.60                   
2.730  10840.00   8074.18  11186.30                   
2.769  10702.80   8147.17  11177.50                   
2.808  10647.80   8227.03  11178.80                   
2.847  10778.00   8314.59  11189.30                   
2.886  10873.50   8421.05  11225.00                   
2.925  10829.50   8529.31  11262.70                   
2.964  10987.80   8644.54  11307.20                   
3.003  10830.20   8766.32  11359.00                   
3.042  11052.00   8889.38  11411.80                   
3.081  11090.50   9016.76  11468.50                   
3.120  11272.20   9140.71  11518.00                   
3.159  11527.00   9263.47  11567.50                   
3.198  11455.00   9387.09  11621.20                   
3.237  11633.80   9506.30  11670.50                   
3.276  11715.50   9619.42  11714.50                   
3.315  11900.80   9721.88  11749.00                   
3.354  11846.50   9820.56  11781.80                   
3.393  11848.80   9909.29  11806.90                   
3.432  12006.50   9985.63  11821.70                   
3.471  12207.50  10047.10  11823.90                   
3.510  12282.20  10096.90  11816.80                   
3.549  12120.00  10124.00  11788.60                   
3.588  12324.00  10131.50  11742.20                   
3.627  12229.50  10115.20  11672.10                   
3.666  12040.50  10076.70  11581.10                   
3.705  11834.50  10013.10  11465.00                   
3.744  11969.00   9924.86  11324.00                   
3.783  11630.50   9813.04  11158.70                   
3.822  11380.50   9678.37  10970.20                   
3.861  11157.20   9521.90  10758.70                   
3.900  10909.20   9347.86  10529.80                   
3.939  10601.80   9163.12  10290.90                   
3.978  10235.00   8968.90  10042.80                   
4.017   9966.50   8767.44   9787.94                   
4.056   9565.50   8564.97   9533.25                   
4.095   9184.00   8363.29   9280.81                   
4.134   9012.00   8167.66   9036.30                   
4.173   8743.25   7979.85   8801.76                   
4.212   8421.50   7802.35   8579.88                   
4.251   8289.00   7636.81   8372.58                   
4.290   8010.25   7483.38   8179.80                   
4.329   7734.25   7342.45   8002.13                   
4.368   7720.25   7214.65   7840.06                   
4.407   7553.50   7098.53   7691.95                   
4.446   7282.00   6993.97   7557.62                   
4.485   7201.75   6898.80   7434.66                   
4.524   6999.75   6813.28   7323.21                   
4.563   6925.75   6734.89   7220.60                   
4.602   6908.25   6663.90   7127.01                   
4.641   6875.75   6598.70   7040.51                   
4.680   6751.50   6537.07   6958.73                   
4.719   6610.50   6478.19   6880.36                   
4.758   6615.00   6422.75   6807.46                   
4.797   6584.25   6370.91   6739.49                   
4.836   6509.00   6330.65   6683.91                   
4.875   6477.00   6291.83   6630.69                   
4.914   6439.25   6261.25   6586.69                   
4.953   6527.50   6234.24   6547.05                   
4.992   6567.00   6213.12   6514.25                   
5.031   6365.75   6197.75   6488.05                   
5.070   6360.75   6187.49   6467.74                   
5.109   6399.50   6185.31   6456.34                   
5.148   6570.25   6191.96   6454.85                   
5.187   6511.00   6205.73   6461.08                   
5.226   6583.75   6245.54   6494.53                   
5.265   6643.75   6341.95   6585.07                   
5.304   6930.25   6532.93   6770.85                   
5.343   7011.00   6739.89   6973.40                   
5.382   7104.25   6922.00   7151.71                   
5.421   7234.50   7146.28   7372.93                   
5.460   7565.75   7420.57   7644.80                   
5.499   7892.25   7747.02   7969.44                   
5.538   8282.00   8138.76   8360.14                   
5.577   8668.00   8595.93   8816.80                   
5.616   9307.25   9129.47   9350.48                   
5.655   9812.50   9745.89   9967.62                   
5.694  10485.80  10453.60  10676.60                   
5.733  11126.50  11252.40  11477.20                   
5.772  12271.20  12148.70  12375.80                   
5.811  13109.00  13143.90  13373.80                   
5.850  14046.00  14236.20  14469.10                   
5.889  15238.00  15423.20  15659.50                   
5.928  16651.80  16696.70  16936.60                   
5.967  17908.50  18048.20  18291.90                   
6.006  19232.20  19461.80  19709.30                   
6.045  20686.00  20921.90  21173.10                   
6.084  22034.00  22406.20  22661.00                   
6.123  23846.20  23893.90  24152.10                   
6.162  25253.50  25356.40  25617.40                   
6.201  26443.80  26776.00  27039.50                   
6.240  27848.80  28120.40  28385.80                   
6.279  29289.50  29355.70  29622.30                   
6.318  30626.80  30461.30  30728.40                   
6.357  31444.20  31409.80  31676.60                   
6.396  32185.80  32189.50  32455.40                   
6.435  32799.80  32832.00  33096.00                   
6.474  33352.80  33242.10  33503.50                   
6.513  33564.80  33455.60  33713.70                   
6.552  33346.80  33470.20  33724.40                   
6.591  33638.50  33300.30  33549.80                   
6.630  33003.50  32955.50  33199.90                   
6.669  32263.20  32449.60  32688.30                   
6.708  31737.20  31829.80  32062.60                   
6.747  31408.00  31084.80  31311.40                   
6.786  30508.50  30253.80  30474.00                   
6.825  29509.80  29368.70  29582.30                   
6.864  28795.20  28449.80  28656.90                   
6.903  27699.20  27531.30  27732.00                   
6.942  26763.00  26635.50  26829.80                   
6.981  25611.50  25777.30  25965.30                   
7.020  25213.80  24973.60  25155.50                   
7.059  24192.20  24243.20  24419.30                   
7.098  23586.80  23590.30  23760.80                   
7.137  22797.00  23025.30  23190.40                   
7.176  22189.50  22545.20  22705.00                   
7.215  22132.80  22152.90  22307.80                   
7.254  21707.00  21839.70  21989.80                   
7.293  21296.80  21604.40  21749.90                   
7.332  21231.00  21429.50  21570.50                   
7.371  20760.00  21310.70  21447.60                   
7.410  20764.20  21239.20  21371.90                   
7.449  20715.00  21196.20  21324.80                   
7.488  20657.20  21174.90  21299.60                   
7.527  20217.20  21166.90  21287.60                   
7.566  20273.00  21156.20  21273.20                   
7.605  20495.80  21134.90  21248.20                   
7.644  20374.20  21048.10  21157.60                   
7.683  20183.00  20894.50  21000.60                   
7.722  20281.50  20833.70  20936.40                   
7.761  20275.20  20701.70  20801.10                   
7.800  20103.00  20589.00  20685.20                   
7.839  19893.80  20429.80  20522.80                   
7.878  19641.00  20229.70  20319.50                   
7.917  19453.20  19990.90  20077.50                   
7.956  19186.20  19717.30  19800.90                   
7.995  19274.50  19415.50  19496.00                   
8.034  18880.20  19083.80  19161.40                   
8.073  18421.50  18729.60  18804.40                   
8.112  18104.00  18357.20  18429.20                   
8.151  17906.20  17974.00  18043.30                   
8.190  17442.00  17578.50  17645.20                   
8.229  17115.00  17177.50  17241.60                   
8.268  16762.50  16777.30  16838.90                   
8.307  16556.20  16376.10  16435.30                   
8.346  16157.80  15982.60  16039.50                   
8.385  16027.50  15593.30  15647.90                   
8.424  15505.50  15213.30  15265.60                   
8.463  15255.80  14844.10  14894.30                   
8.502  15008.50  14490.70  14538.80                   
8.541  14449.80  14147.10  14193.30                   
8.580  14000.80  13817.30  13861.60                   
8.619  13807.50  13504.80  13547.30                   
8.658  13586.80  13202.20  13242.90                   
8.697  13307.20  12912.40  12951.30                   
8.736  12784.80  12641.30  12678.60                   
8.775  12558.20  12375.20  12410.90                   
8.814  12264.20  12123.60  12157.90                   
8.853  12072.80  11884.50  11917.30                   
8.892  12005.00  11655.40  11686.70                   
8.931  11585.20  11440.00  11470.00                   
8.970  11365.80  11228.80  11257.50                   
9.009  11184.00  11028.40  11055.90                   
9.048  10897.80  10798.70  10824.90                   
9.087  10676.00  10617.70  10642.80                   
9.126  10578.00  10436.20  10460.30                   
9.165  10226.20  10261.50  10284.50                   
9.204  10131.20  10087.70  10109.70                   
9.243   9843.00   9914.79   9935.79                   
9.282   9791.50   9747.75   9767.84                   
9.321   9543.25   9579.39   9598.57                   
9.360   9552.00   9403.41   9421.74                   
9.399   9377.75   9245.92   9263.45                   
9.438   9131.25   9086.05   9102.79                   
9.477   9134.50   8931.00   8946.99                   
9.516   8886.00   8772.08   8787.35                   
9.555   8840.75   8620.14   8634.73                   
9.594   8627.25   8469.49   8483.43                   
9.633   8501.50   8310.18   8323.48                   
9.672   8325.50   8164.43   8177.14                   
9.711   8204.75   8020.16   8032.30                   
9.750   8060.50   7875.78   7887.37                   
9.789   8022.75   7731.20   7742.26                   
9.828   7946.50   7591.76   7602.31                   
9.867   7755.25   7454.17   7464.25                   
9.906   7648.25   7318.24   7327.86                   
9.945   7008.00   7179.61   7188.79                   
9.984   6843.25   7047.64   7056.40                   
                                                      
                                                      
                                                      
-1.3329419e-02   0.0000000e+00  0.00000  4.8181284e-11
 2.4978574e-02   0.0000000e+00  0.00000  2.8262549e-10
 6.3286567e-02   0.0000000e+00  0.00000  1.5702383e-09
 1.0159456e-01   0.0000000e+00  0.00000  8.2630648e-09
 1.3990255e-01   0.0000000e+00  0.00000  4.1184921e-08
 1.7821055e-01   0.0000000e+00  0.00000  1.9442720e-07
 2.1651854e-01   0.0000000e+00  0.00000  8.6935629e-07
 2.5482653e-01   0.0000000e+00  0.00000  3.6818066e-06
 2.9313452e-01   0.0000000e+00  0.00000  1.4768863e-05
 3.3144252e-01   0.0000000e+00  0.00000  5.6112126e-05
 3.6975051e-01  -4.0685225e-02  0.00000  2.0192533e-04
 4.0805850e-01   0.0000000e+00  0.00000  6.8825659e-04
 4.4636649e-01  -1.6274090e-01  0.00000  2.2219631e-03
 4.8467449e-01   2.2361883e+01 11.04540  6.7944131e-03
 5.2298248e-01  -1.4211995e+01 17.86060  1.9678772e-02
 5.6129047e-01  -1.6736620e+01 17.11720  5.3985602e-02
 5.9959847e-01   1.7965708e+00 16.94110  1.4027998e-01
 6.3790646e-01  -2.2102787e+01 15.81140  3.4526801e-01
 6.7621445e-01   3.2995715e+01 16.88190  8.0494595e-01
 7.1452244e-01   7.5995690e+00 16.03120  1.7776080e+00
 7.5283044e-01   1.6695929e+01 16.06240  3.7185762e+00
 7.9113843e-01   9.5588840e+00 15.49190  7.3689557e+00
 8.2944642e-01   2.5813702e+01 15.90600  1.3833999e+01
 8.6775441e-01   2.8678798e+01 15.87450  2.4605709e+01
 9.0606241e-01   3.5567449e+01 16.00000  4.1468552e+01
 9.4437040e-01   6.2605993e+01 16.61320  6.6231882e+01
 9.8267839e-01   1.4140471e+02 18.52030  1.0027309e+02
 1.0209864e+00   1.5456745e+02 18.86800  1.4395479e+02
 1.0592944e+00   1.6443469e+02 19.20940  1.9607759e+02
 1.0976024e+00   2.5426981e+02 21.26030  2.5360175e+02
 1.1359104e+00   3.6555460e+02 23.72760  3.1186144e+02
 1.1742184e+00   3.7160171e+02 23.89560  3.6537268e+02
 1.2125263e+00   4.5196574e+02 25.37720  4.0912056e+02
 1.2508343e+00   4.1829122e+02 24.69820  4.3998466e+02
 1.2891423e+00   4.7899357e+02 25.82630  4.5783234e+02
 1.3274503e+00   4.8087366e+02 26.00000  4.6585837e+02
 1.3657583e+00   4.5639614e+02 25.47550  4.6997604e+02
 1.4040663e+00   4.8031906e+02 25.84570  4.7738174e+02
 1.4423743e+00   4.8731263e+02 25.94220  4.9469068e+02
 1.4806823e+00   5.3172591e+02 26.81420  5.2616775e+02
 1.5189903e+00   5.8786509e+02 27.82090  5.7252250e+02
 1.5572983e+00   6.7141113e+02 29.25750  6.3054788e+02
 1.5956063e+00   7.0732548e+02 29.95000  6.9364438e+02
 1.6339143e+00   7.4867880e+02 30.56140  7.5306462e+02
 1.6722223e+00   7.5759100e+02 30.67570  7.9957782e+02
 1.7105303e+00   8.0270021e+02 31.33690  8.2519599e+02
 1.7488382e+00   7.6961242e+02 30.77340  8.2461583e+02
 1.7871462e+00   8.1250749e+02 31.44840  7.9610212e+02
 1.8254542e+00   7.2340043e+02 30.18280  7.4166143e+02
 1.8637622e+00   6.6088651e+02 29.00000  6.6651049e+02
 1.9020702e+00   6.1405567e+02 28.21350  5.7799788e+02
 1.9403782e+00   4.7843469e+02 25.76820  4.8425076e+02
 1.9786862e+00   3.8917773e+02 23.89560  3.9285572e+02
 2.0169942e+00   3.3177516e+02 22.56100  3.0983820e+02
 2.0553022e+00   2.7689079e+02 21.26030  2.3909609e+02
 2.0936102e+00   2.0475803e+02 19.57040  1.8231174e+02
 2.1319182e+00   1.6249036e+02 18.43910  1.3925361e+02
 2.1702262e+00   1.1383940e+02 17.08800  1.0831363e+02
 2.2085342e+00   7.4501069e+01 15.77970  8.7115772e+01
 2.2468422e+00   7.7426122e+01 15.93740  7.3063912e+01
 2.2851501e+00   7.4351176e+01 15.90600  6.3750781e+01
 2.3234581e+00   5.1802996e+01 15.00000  5.7203893e+01
 2.3617661e+00   5.2321197e+01 15.09970  5.1984027e+01
 2.4000741e+00   3.6199142e+01 14.56020  4.7173315e+01
 2.4383821e+00   9.6124178e+00 13.67480  4.2295051e+01
 2.4766901e+00   2.9646679e+01 14.31780  3.7202177e+01
 2.5149981e+00   2.9717343e+01 14.42220  3.1961771e+01
 2.5533061e+00   5.5826551e+01 15.16580  2.6752897e+01
 2.5916141e+00   3.4462525e+01 14.69690  2.1786845e+01
 2.6299221e+00   2.7408992e+01 14.31780  1.7252669e+01
 2.6682301e+00   1.1053531e+01 13.63820  1.3286677e+01
 2.7065381e+00   5.3276212e+00 13.52770  9.9618972e+00
 2.7448461e+00   1.9738756e+01 13.85640  7.2921552e+00
 2.7831541e+00   2.6182011e+01 14.24780  5.2451038e+00
 2.8214620e+00   1.9957154e+00 13.34170  3.7590749e+00
 2.8597700e+00   4.9854389e+01 12.76710  2.7597575e+00
 2.8980780e+00  -8.8072818e+00 10.39230  2.1740808e+00
 2.9363860e+00   9.4518190e+00 10.86280  1.9400125e+00
 2.9746940e+00  -7.6638128e+00 10.14890  2.0120552e+00
 3.0130020e+00   1.6854389e+01 11.40180  2.3629120e+00
 3.0513100e+00  -1.3083524e+00 10.58300  2.9821322e+00
 3.0896180e+00   9.4004166e-01 10.44030  3.8725956e+00
 3.1279260e+00   1.3346894e+01 11.00000  5.0455956e+00
 3.1662340e+00   8.0214121e+00 10.77030  6.5151290e+00
 3.2045420e+00   2.7062097e+01 11.61890  8.2918803e+00
 3.2428500e+00   3.4631690e+01 11.91640  1.0377335e+01
 3.2811580e+00   1.6858671e+01 11.18030  1.2758459e+01
 3.3194659e+00   8.3404700e+00 10.67710  1.5403411e+01
 3.3577739e+00   1.1068521e+01 11.00000  1.8258791e+01
 3.3960819e+00   3.7235545e+01 11.91640  2.1248861e+01
 3.4343899e+00   3.4653104e+01 11.66190  2.4277101e+01
 3.4726979e+00   3.4862954e+01 11.74730  2.7230227e+01
 3.5110059e+00   2.7678800e+01 11.70470  2.9984536e+01
 3.5493139e+00   3.2310491e+01 11.61890  3.2414132e+01
 3.5876219e+00   2.4788007e+01 11.40180  3.4400298e+01
 3.6259299e+00   2.7364025e+01 11.57580  3.5841048e+01
 3.6642379e+00   5.2856530e+01 12.40970  3.6659777e+01
 3.7025459e+00   2.0967879e+01 11.18030  3.6812014e+01
 3.7408539e+00   3.9676658e+01 11.91640  3.6289413e+01
 3.7791619e+00   4.1321198e+01 11.87430  3.5120520e+01
 3.8174699e+00   2.9974303e+01 11.66190  3.3368183e+01
 3.8557778e+00   1.7355459e+01 10.72380  3.1123956e+01
 3.8940858e+00   4.2111348e+01 11.83220  2.8500183e+01
 3.9323938e+00   3.6239828e+01 11.66190  2.5620707e+01
 3.9707018e+00   2.9914346e+01 11.40180  2.2611283e+01
 4.0090098e+00   2.8582440e+01 11.26940  1.9590698e+01
 4.0473178e+00   6.1520332e+00 10.19800  1.6663463e+01
 4.0856258e+00   1.9982868e+01 10.77030  1.3914615e+01
 4.1239338e+00   9.9486071e+00 10.39230  1.1406904e+01
 4.1622418e+00   1.0314774e+01 10.39230  9.1802603e+00
 4.2005498e+00   8.9764444e+00 10.14890  7.2532533e+00
 4.2388578e+00   2.5867228e+00  9.79796  5.6260212e+00
 4.2771658e+00  -1.3109209e+01  9.27362  4.2841103e+00
 4.3154738e+00   2.2633832e+01 10.86280  3.2026601e+00
 4.3537818e+00   1.6132761e+01 10.39230  2.3504577e+00
 4.3920897e+00   1.4854389e+01 10.44030  1.6935052e+00
 4.4303977e+00   4.4539604e+00 10.04990  1.1978873e+00
 4.4687057e+00   2.3214132e+01 10.72380  8.3185518e-01
 4.5070137e+00   1.1773018e+01 10.29560  5.6715239e-01
 4.5453217e+00   1.7817986e+01 10.34410  3.7968003e-01
 4.5836297e+00   7.9764444e+00 10.09950  2.4964289e-01
 4.6219377e+00   2.4156316e+01 10.81670  1.6132743e-01
 4.6602457e+00   1.3974303e+01 10.04990  1.0265373e-01
 4.6985537e+00  -8.3725920e+00  9.21954  6.4619741e-02
 4.7368617e+00   6.7537464e+00  9.74679  4.0727182e-02
 4.7751697e+00   2.0265524e+01 10.44030  2.6448898e-02
 4.8134777e+00   1.0886509e+01  9.79796  1.8772717e-02
 4.8517857e+00   6.8415408e+00  9.84886  1.5837047e-02
 4.8900937e+00   5.8929327e+00  9.64365  1.6660218e-02
 4.9284016e+00  -3.3511787e+00  9.16515  2.0957589e-02
 4.9667096e+00  -2.5610288e+00  9.11043  2.9036681e-02
 5.0050176e+00   2.7032119e+01 10.63010  4.1759732e-02
 5.0433256e+00   4.9164873e+00  9.64365  6.0563767e-02
 5.0816336e+00   1.0584582e+01  9.84886  8.7529574e-02
 5.1199416e+00   2.9100633e+00  9.43398  1.2549212e-01
 5.1582496e+00   1.2869378e+01  9.94987  1.7818535e-01
 5.1965576e+00   1.4124196e+01  9.84886  2.5041384e-01
 5.2348656e+00   2.5642397e+01 10.53570  3.4824209e-01
 5.2731736e+00   3.0256950e+00  9.32738  4.7918983e-01
 5.3114816e+00  -6.6830844e+00  8.88819  6.5241801e-01
 5.3497896e+00   1.2107065e+01  9.79796  8.7888626e-01
 5.3880976e+00   3.4089927e+00  9.27362  1.1714587e+00
 5.4264055e+00   2.0428257e+00  9.21954  1.5449308e+00
 5.4647135e+00   5.4668085e+00  9.32738  2.0159490e+00
 5.5030215e+00   1.3554603e+01  9.84886  2.6027916e+00
 5.5413295e+00   2.2055666e+00  9.21954  3.3249853e+00
 5.5796375e+00   2.7477515e+01 10.29560  4.2027336e+00
 5.6179455e+00   1.6565310e+01  9.84886  5.2561452e+00
 5.6562535e+00   1.0832976e+01  9.59166  6.5042626e+00
 5.6945615e+00   1.8850106e+01  9.94987  7.9639068e+00
 5.7328695e+00   4.7755888e+01 11.13550  9.6483757e+00
 5.7711775e+00   2.1197001e+01  9.74679  1.1566054e+01
 5.8094855e+00   1.4304068e+01  9.79796  1.3719008e+01
 5.8477935e+00   2.6813704e+01 10.09950  1.6101668e+01
 5.8861015e+00   2.7017130e+01 10.09950  1.8699702e+01
 5.9244095e+00   5.4644539e+01 11.31370  2.1489187e+01
 5.9627174e+00   3.9162740e+01 10.72380  2.4436198e+01
 6.0010254e+00   4.8708779e+01 11.09050  2.7496905e+01
 6.0393334e+00   3.8040684e+01 10.67710  3.0618236e+01
 6.0776414e+00   4.8115631e+01 11.04540  3.3739148e+01
 6.1159494e+00   1.8685224e+01  9.59166  3.6792489e+01
 6.1542574e+00   5.2563168e+01 11.22500  3.9707391e+01
 6.1925654e+00   6.1329764e+01 11.48910  4.2412082e+01
 6.2308734e+00   4.3899357e+01 10.67710  4.4836977e+01
 6.2691814e+00   4.8516059e+01 10.95450  4.6917848e+01
 6.3074894e+00   4.3835117e+01 10.63010  4.8598880e+01
 6.3457974e+00   5.6957173e+01 11.22500  4.9835402e+01
 6.3841054e+00   5.4520342e+01 11.00000  5.0596094e+01
 6.4224134e+00   3.7113490e+01 10.19800  5.0864521e+01
 6.4607214e+00   4.1520342e+01 10.39230  5.0639873e+01
 6.4990293e+00   3.6717344e+01 10.04990  4.9936858e+01
 6.5373373e+00   6.2368308e+01 11.22500  4.8784762e+01
 6.5756453e+00   3.9154175e+01 10.29560  4.7225738e+01
 6.6139533e+00   5.0269807e+01 10.72380  4.5312466e+01
 6.6522613e+00   5.3246252e+01 10.81670  4.3105345e+01
 6.6905693e+00   4.3460385e+01 10.19800  4.0669431e+01
 6.7288773e+00   4.0653104e+01 10.19800  3.8071322e+01
 6.7671853e+00   4.2698072e+01 10.04990  3.5376200e+01
 6.8054933e+00   3.1890792e+01  9.64365  3.2645205e+01
 6.8438013e+00   3.2728051e+01  9.69536  2.9933289e+01
 6.8821093e+00   2.6314775e+01  9.27362  2.7287630e+01
 6.9204173e+00   3.5569593e+01  9.59166  2.4746660e+01
 6.9587253e+00   2.5145610e+01  9.11043  2.2339698e+01
 6.9970333e+00   1.5383297e+01  8.42615  2.0087122e+01
 7.0353412e+00   1.9017130e+01  8.66025  1.8001018e+01
 7.0736492e+00   2.1458244e+01  8.66025  1.6086169e+01
 7.1119572e+00   2.2603854e+01  8.77496  1.4341287e+01
 7.1502652e+00   2.7152028e+00  7.74597  1.2760351e+01
 7.1885732e+00   3.5725909e+01  9.48683  1.1333952e+01
 7.2268812e+00   2.8702355e+01  9.05539  1.0050544e+01
 7.2651892e+00   1.6970021e+01  8.42615  8.8975406e+00
 7.3034972e+00   1.9149892e+01  8.48528  7.8622143e+00
 7.3418052e+00   1.0254817e+01  8.00000  6.9323680e+00
 7.3801132e+00   5.0449673e+00  7.54983  6.0967933e+00
 7.4184212e+00   9.6488217e+00  7.68115  5.3455275e+00
 7.4567292e+00   8.0685219e+00  7.81025  4.6699409e+00
 7.4950372e+00  -2.6188442e+00  6.78233  4.0626938e+00
 7.5333452e+00  -1.1426125e+01  6.32456  3.5176011e+00
 7.5716531e+00   7.5032115e+00  7.48331  3.0294431e+00
 7.6099611e+00  -3.2762367e-01  7.07107  2.5937550e+00
 7.6482691e+00   3.9336183e+00  7.28011  2.2066218e+00
 7.6865771e+00   5.7708774e+00  7.41620  1.8644974e+00
 7.7248851e+00   4.4796569e+00  7.21110  1.5640587e+00
 7.7631931e+00  -4.1306215e+00  6.63325  1.3021008e+00
 7.8015011e+00   8.6723763e+00  7.68115  1.0754714e+00
 7.8398091e+00   2.1884363e+00  6.92820  8.8104221e-01
 7.8781171e+00   1.2762307e+00  7.00000  7.1570767e-01
 7.9164251e+00   6.6659524e+00  7.41620  5.7640570e-01
 7.9547331e+00  -3.0321204e+00  6.63325  4.6015090e-01
 7.9930411e+00  -7.4732384e-01  6.78233  3.6407347e-01
 8.0313491e+00  -5.4389772e-01  6.78233  2.8545776e-01
 8.0696570e+00   4.2933614e+00  7.14143  2.2177605e-01
 8.1079650e+00  -5.6895080e+00  6.32456  1.7071457e-01
 8.1462730e+00   6.5952886e+00  7.21110  1.3019043e-01
 8.1845810e+00   8.4582390e-01  6.92820  9.8359125e-02
 8.2228890e+00  -9.2762318e+00  6.16441  7.3613304e-02
 8.2611970e+00   2.4154171e+00  7.00000  5.4574107e-02
 8.2995050e+00  -5.7901503e+00  5.83095  4.0076640e-02
 8.3378130e+00  -4.2312638e+00  6.16441  2.9151338e-02
 8.3761210e+00  -5.1606042e-01  6.48074  2.1002864e-02
 8.4144290e+00  -4.9807285e+00  6.24500  1.4987990e-02
 8.4527370e+00  -8.7430411e+00  5.74456  1.0593675e-02
 8.4910450e+00  -3.3597435e+00  6.08276  7.4162243e-03
 8.5293530e+00  -1.0513923e+00  6.32456  5.1421853e-03
 8.5676610e+00  -6.8072810e+00  5.83095  3.5313247e-03
 8.6059689e+00   9.7858668e+00  7.14143  2.4018714e-03
 8.6442769e+00   7.5588824e-01  6.24500  1.6180117e-03
 8.6825849e+00   9.2505310e-01  6.40312  1.0795219e-03
 8.7208929e+00  -3.0578163e+00  6.00000  7.1334162e-04
 8.7592009e+00  -4.4753789e-01  6.16441  4.6685146e-04
 8.7975089e+00  -6.0406856e+00  5.65685  3.0260347e-04
 8.8358169e+00  -2.2698113e-01  6.08276  1.9425950e-04
 8.8741249e+00   5.9314734e-01  6.24500  1.2351030e-04
 8.9124329e+00   6.8072801e+00  6.48074  7.7774284e-05
 8.9507409e+00   1.3019268e+00  6.16441  4.8504320e-05
 8.9890489e+00  -2.3319062e+00  5.83095  2.9959599e-05
 9.0273569e+00  -4.6873665e+00  5.38516  1.8327467e-05
 9.0656649e+00   5.3126335e+00  6.24500  1.1104003e-05
 9.1039729e+00   1.1614561e+01  6.63325  6.6629599e-06
 9.1422808e+00  -6.4025700e+00  5.19615  3.9597261e-06
 9.1805888e+00   6.5974300e+00  6.32456  2.3306298e-06
 9.2188968e+00   7.2655243e+00  6.24500  1.3585999e-06
 9.2572048e+00   4.9164879e+00  6.00000  7.8436806e-07
 9.2955128e+00   6.3169131e-01  5.65685  4.4849562e-07
 9.3338208e+00   3.3533187e+00  6.08276  2.5398405e-07
 9.3721288e+00  -1.0064274e-01  5.65685  1.4245069e-07
 9.4104368e+00  -3.6359746e+00  5.19615  7.9128432e-08
 9.4487448e+00   1.4988970e-02  5.47723  4.3532177e-08
 9.4870528e+00  -2.9379018e+00  5.38516  2.3719091e-08
 9.5253608e+00   5.9743037e+00  6.00000  1.2799573e-08
 9.5636688e+00  -6.6937905e+00  5.00000  6.8407345e-09
 9.6019768e+00   7.1605992e+00  6.16441  3.6209270e-09
 9.6402848e+00  -7.4154179e+00  4.69042  1.8982201e-09
 9.6785927e+00   9.1134901e+00  6.16441  9.8556015e-10
 9.7169007e+00   0.0000000e+00  0.00000  5.0679167e-10
