 0.6370  3.0351797e+27 3.7622206e+27 4.1021502e+27
 0.6468  4.5153138e+27 3.3023352e+27 3.9587212e+27
 0.6566  7.4392205e+28 3.0013202e+28 1.4272443e+28
 0.6664  3.6341726e+27 3.1803433e+27 3.7634108e+27
 0.6762  1.8448878e+27 3.0301893e+27 3.6869379e+27
 0.6860  1.7628620e+27 2.9346342e+27 3.5967307e+27
 0.6958  2.3323708e+27 2.8928679e+27 3.5117630e+27
 0.7056  6.4380356e+27 2.8624043e+27 3.4202684e+27
 0.7154  1.8245256e+27 2.6915996e+27 3.3399496e+27
 0.7252  3.6353427e+29 1.8299054e+28 3.2597215e+27
 0.7350  1.7734919e+29 1.0873602e+28 3.1796969e+27
 0.7448  1.3451394e+27 2.4326040e+27 3.1047019e+27
 0.7546  4.0044387e+27 3.5971428e+27 3.0321636e+27
 0.7644  1.5473324e+28 1.0277230e+28 2.9664492e+27
 0.7742  5.8152384e+28 3.5630353e+28 4.0583155e+27
 0.7840  2.4126794e+28 1.6398388e+28 2.8279724e+27
 0.7938  1.7586067e+28 1.2353093e+28 2.7641625e+27
 0.8036  1.7874915e+28 4.4394838e+27 2.7133609e+27
 0.8134  6.1177658e+28 6.4615662e+27 2.9679726e+27
 0.8232  1.8525671e+29 1.4080401e+28 2.6668999e+27
 0.8330  2.5490001e+27 9.0866883e+27 2.8645149e+27
 0.8428  4.3213549e+27 1.1347562e+28 2.4956744e+27
 0.8526  2.5859660e+28 1.8116772e+28 2.4894418e+27
 0.8624  3.5505147e+28 2.4326807e+28 2.3675066e+27
 0.8722  6.7228335e+28 4.6092336e+28 2.3172674e+27
 0.8820  2.1827293e+28 9.1067963e+27 2.6426501e+27
 0.8918  1.7064761e+28 1.0715622e+28 2.3876720e+27
 0.9016  3.9257997e+28 1.5263918e+28 2.4615841e+27
 0.9114  3.5544956e+27 4.5314067e+27 2.3150644e+27
 0.9212  1.4674987e+28 3.7195017e+28 2.4931932e+27
 0.9310  1.1259631e+28 1.2774204e+28 2.2029208e+27
 0.9408  2.9127077e+27 3.4107590e+27 2.1480303e+27
 0.9506  6.3188273e+27 5.9449803e+27 2.1055420e+27
 0.9604  1.3953559e+27 1.4697316e+28 2.2208325e+27
 0.9702  2.0213304e+27 4.7021175e+28 2.8465502e+27
 0.9800  4.8220326e+27 2.1895771e+27 1.9824916e+27
 0.9898  1.8942331e+27 3.3198708e+27 2.1134841e+27
 0.9996  8.8435474e+27 1.4048030e+28 2.9987437e+27
 1.0094  1.7151380e+28 4.3888928e+28 6.0915795e+27
 1.0192  1.9016825e+28 1.2713556e+28 1.1134186e+28
 1.0290  9.5635213e+26 2.0332514e+27 1.8012023e+27
 1.0388  9.3317130e+26 6.5090029e+27 3.9411781e+27
 1.0486  1.7301111e+27 5.2601313e+27 1.7414228e+27
 1.0584  7.2741129e+26 1.1269462e+28 1.7445152e+28
 1.0682  2.1213088e+27 1.9519598e+27 1.6908335e+27
 1.0780  8.0373700e+27 6.9442061e+27 3.1514771e+27
 1.0878  3.5516831e+27 3.9417748e+27 1.0422181e+28
 1.0976  1.3659379e+28 8.2677512e+27 5.5014292e+27
 1.1074  1.0691858e+27 2.0775062e+27 1.1342197e+28
 1.1172  6.8071409e+27 1.6541833e+27 1.5273901e+27
 1.1270  5.4702803e+27 3.8339626e+27 1.7564586e+28
 1.1368  6.1237457e+26 1.6260171e+27 1.4701959e+27
 1.1466  6.2724183e+27 6.2579389e+27 1.6756564e+27
 1.1564  5.7881588e+26 1.9951265e+27 1.4204062e+27
 1.1662  2.9392324e+27 6.3155453e+27 1.6092185e+28
 1.1760  5.2646795e+26 1.8293183e+27 1.3956266e+27
 1.1858  4.7720338e+26 1.0564596e+27 1.4934590e+27
 1.1956  5.5672254e+27 2.0970816e+27 2.3761001e+27
 1.2054  4.3041578e+26 8.4637333e+26 1.2978207e+27
 1.2152  1.5518298e+27 1.8691608e+27 1.6430956e+27
 1.2250  8.0947348e+27 2.9100336e+28 2.0697423e+27
 1.2348  4.6298401e+26 1.4963126e+27 1.5678737e+27
 1.2446  7.9571047e+26 9.8195855e+26 1.8824535e+27
 1.2544  3.2253291e+26 7.5139696e+26 2.0974086e+27
 1.2642  3.1083285e+26 7.2389691e+26 1.1712218e+27
 1.2740  6.4532411e+26 3.4089138e+27 1.2577111e+27
 1.2838  2.8874873e+26 6.9120105e+26 1.7025498e+27
 1.2936  2.7832825e+26 6.7469295e+26 1.1137699e+27
 1.3034  3.1237217e+26 7.4639752e+26 1.1368270e+27
 1.3132  4.7959876e+26 1.6816557e+27 1.7495065e+27
 1.3230  2.7014317e+26 6.7880842e+26 1.7812946e+27
 1.3328  2.7661343e+27 5.0022976e+27 1.6431626e+27
 1.3426  2.0420962e+27 2.2792960e+27 1.1995315e+27
 1.3524  4.7031696e+27 1.5201806e+28 2.1048955e+27
 1.3622  4.3479621e+26 6.5672861e+26 1.6680034e+27
 1.3720  2.4437162e+26 1.2514022e+27 1.4097879e+27
 1.3818  2.4098036e+26 1.1602839e+27 1.0483955e+27
 1.3916  2.2735383e+26 1.5067789e+27 1.7822262e+27
 1.4014  4.1286893e+26 6.8552563e+26 1.0073122e+27
 1.4112  2.1156893e+26 5.9685074e+26 9.9155305e+26
 1.4210  2.7514442e+26 6.1185913e+26 9.7612970e+26
 1.4308  1.9692110e+26 5.7077573e+26 9.6094002e+26
 1.4406  1.8999583e+26 7.6190671e+26 2.1335030e+27
 1.4504  1.8332319e+26 5.4595585e+26 9.3149224e+26
 1.4602  2.0711825e+26 1.6474448e+27 1.0847428e+27
 1.4700  4.0703999e+26 8.2755718e+27 6.9604362e+27
 1.4798  1.6472773e+26 5.1093892e+26 8.8936675e+26
 1.4896  1.5897529e+26 9.3923340e+26 6.0008982e+27
 1.4994  1.5342864e+26 5.4108660e+26 4.3191517e+27
 1.5092  1.4808366e+26 4.7839577e+26 8.4956665e+26
 1.5190  1.4412878e+26 5.9842955e+26 8.3905343e+26
 1.5288  1.3796430e+26 4.5797503e+26 8.2424053e+26
 1.5386  1.3317622e+26 4.4812236e+26 8.1191932e+26
 1.5484  1.2855997e+26 5.1486497e+26 5.4718717e+27
 1.5582  1.2504792e+26 4.2958307e+26 7.8796144e+26
 1.5680  1.1981791e+26 4.1995174e+26 7.7629956e+26
 1.5778  6.4402436e+26 1.5969290e+27 9.7251238e+26
 1.5876  1.8444646e+26 5.5740903e+26 7.8328911e+26
 1.5974  2.6653346e+26 9.9851680e+26 8.9430663e+26
 1.6072  1.0421266e+26 6.1502335e+26 7.6092912e+26
 1.6170  1.0054811e+26 3.7722154e+26 7.2104878e+26
 1.6268  9.7094686e+25 3.7526608e+26 7.5593983e+26
 1.6366  9.3763106e+25 3.6922053e+26 7.8545686e+26
 1.6464  9.0551039e+25 3.5388343e+26 6.9017841e+26
 1.6562  2.2419762e+26 6.3696275e+26 7.2260428e+26
 1.6660  8.4461449e+25 3.3920309e+26 6.7048474e+26
 1.6758  8.1576681e+25 3.3211611e+26 6.6089249e+26
 1.6856  7.8792841e+25 3.2518813e+26 6.5146054e+26
 1.6954  1.3372664e+26 4.4659110e+26 7.3933808e+26
 1.7052  7.3516239e+25 3.1180045e+26 6.3308791e+26
 1.7150  7.1502829e+25 3.2372987e+26 6.3434467e+26
 1.7248  7.0612929e+25 6.0489875e+26 2.2325479e+27
 1.7346  6.6273730e+25 2.9283058e+26 6.0667562e+26
 1.7444  7.9285747e+25 1.0172205e+27 1.3719326e+27
 1.7542  6.1857013e+25 2.8220426e+26 9.1666158e+26
 1.7640  5.9763348e+25 2.7510800e+26 5.8157054e+26
 1.7738  5.7742448e+25 2.6946105e+26 5.7347445e+26
 1.7836  5.5791765e+25 2.6394168e+26 5.6552113e+26
 1.7934  5.3908750e+25 2.5854261e+26 5.5769469e+26
 1.8032  5.2639268e+25 2.5326422e+26 5.4999535e+26
 1.8130  5.0336646e+25 2.4810419e+26 5.4243044e+26
 1.8228  6.7237369e+25 2.5743249e+26 7.4154484e+26
 1.8326  4.7006370e+25 2.3811400e+26 5.2765056e+26
 1.8424  4.3263071e+26 3.9381673e+27 2.8533521e+27
 1.8522  7.1364106e+26 2.5564133e+27 1.4139227e+27
 1.8620  1.0912515e+27 7.5084018e+27 4.6280930e+27
 1.8718  4.1008718e+25 2.1942112e+26 4.9950964e+26
 1.8816  4.0809807e+25 2.8560044e+26 5.6568091e+26
 1.8914  3.8309318e+25 2.1066974e+26 4.8610106e+26
 1.9012  3.7029385e+25 2.0643910e+26 4.7956057e+26
 1.9110  3.6321650e+25 2.3558917e+26 5.0905537e+26
 1.9208  3.4598107e+25 1.9824393e+26 4.6678178e+26
 1.9306  3.3444781e+25 1.9427944e+26 4.6054253e+26
 1.9404  3.2330764e+25 1.9040125e+26 4.5440395e+26
 1.9502  3.1254561e+25 1.8660232e+26 4.4835910e+26
 1.9600  3.0214706e+25 1.8288557e+26 4.4240390e+26
 1.9698  2.9210924e+25 1.7925236e+26 4.3655153e+26
 1.9796  2.8241149e+25 1.7569314e+26 4.3078820e+26
 1.9894  2.7303637e+25 1.7220804e+26 4.2510348e+26
 1.9992  2.7602655e+25 3.2013910e+26 6.6615715e+26
 2.0090  2.8408596e+25 1.5919835e+27 8.0280934e+27
 2.0188  2.4678740e+25 1.6219475e+26 4.0858713e+26
 2.0286  2.3862547e+25 1.5902345e+26 4.5112032e+26
 2.0384  2.7687088e+25 1.7790305e+26 4.4210406e+26
 2.0482  2.6895585e+25 2.0009362e+26 4.9299280e+26
 2.0580  2.5891665e+25 1.7101405e+26 4.3078423e+26
 2.0678  2.5039078e+25 1.6767856e+26 4.2525708e+26
 2.0776  2.4215322e+25 1.6441111e+26 4.1980891e+26
 2.0874  2.3419092e+25 1.6121304e+26 4.1444254e+26
 2.0972  2.2649880e+25 1.5808334e+26 4.0916436e+26
 2.1070  2.1906203e+25 1.5501424e+26 4.0395337e+26
 2.1168  2.1187102e+25 1.5200847e+26 3.9881920e+26
 2.1266  2.0492323e+25 1.4906648e+26 3.9376219e+26
 2.1364  1.9820865e+25 1.4618345e+26 3.8877809e+26
 2.1462  1.9172022e+25 1.4336324e+26 3.8387643e+26
 2.1560  1.8544841e+25 1.4059983e+26 3.7904051e+26
 2.1658  1.7938010e+25 1.3788862e+26 3.7426601e+26
 2.1756  1.7351676e+25 1.3523599e+26 3.6956926e+26
 2.1854  1.1466314e+26 9.5561627e+26 8.7709242e+26
 2.1952  1.6237195e+25 1.3009313e+26 3.6037588e+26
 2.2050  1.5707676e+25 1.2760010e+26 3.5588418e+26
 2.2148  1.5195658e+25 1.2515699e+26 3.5144951e+26
 2.2246  1.4700352e+25 1.2276199e+26 3.4707419e+26
 2.2344  1.4222011e+25 1.2041815e+26 3.4277416e+26
 2.2442  1.3759174e+25 1.1812054e+26 3.3852684e+26
 2.2540  1.3311727e+25 1.1586982e+26 3.3434125e+26
 2.2638  1.2879272e+25 1.1366434e+26 3.3021967e+26
 2.2736  1.2460747e+25 1.1150166e+26 3.2614669e+26
 2.2834  1.2056273e+25 1.0938358e+26 3.2213442e+26
 2.2932  3.9379730e+25 3.7499216e+26 4.9626704e+26
 2.3030  1.1286990e+25 1.0527522e+26 3.1428657e+26
 2.3128  1.0921388e+25 1.0328324e+26 3.1044467e+26
 2.3226  1.0567612e+25 1.0132970e+26 3.0665466e+26
 2.3324  1.0225478e+25 9.9414303e+25 3.0291482e+26
 2.3422  2.1277386e+25 2.1459615e+26 3.7886253e+26
 2.3520  9.5748388e+24 9.5700190e+25 2.9559710e+26
 2.3618  9.3228722e+24 9.3897658e+25 2.9201304e+26
 2.3716  9.1239133e+24 2.1039785e+26 1.0927929e+27
 2.3814  9.2029438e+24 9.0539082e+25 2.8499753e+26
 2.3912  8.3969980e+24 8.8703154e+25 2.8155693e+26
 2.4010  8.1261736e+24 8.7039131e+25 2.7816563e+26
 2.4108  1.4222101e+25 9.2989619e+25 2.7715158e+26
 2.4206  7.6112269e+24 8.3811810e+25 2.7152872e+26
 2.4304  1.5918241e+25 3.3705422e+26 9.3626312e+26
 2.4402  5.5782750e+25 3.1497843e+26 4.2866532e+26
 2.4500  1.2008428e+25 2.1476741e+26 5.8625457e+26
 2.4598  4.6000527e+25 7.9002920e+26 1.8592010e+27
 2.4696  6.4635348e+24 7.6277063e+25 2.5569192e+26
 2.4794  6.2561713e+24 7.4860212e+25 2.5265954e+26
 2.4892  6.0553605e+24 7.3468008e+25 2.4966154e+26
 2.4990  5.8610899e+24 7.2102956e+25 2.4669989e+26
 2.5088  5.7024192e+24 9.7100914e+25 4.4390369e+26
 2.5186  5.4913757e+24 6.9452933e+25 2.4090130e+26
 2.5284  5.3156000e+24 6.8168431e+25 2.3806494e+26
 2.5382  5.1453939e+24 6.6907043e+25 2.3525991e+26
 2.5480  4.9806855e+24 6.5668704e+25 2.3249068e+26
 2.5578  4.8214755e+24 6.4457384e+25 2.2976532e+26
 2.5676  4.6775931e+24 7.3612745e+25 3.1005638e+26
 2.5774  4.5182067e+24 6.2101760e+25 2.2441383e+26
 2.5872  4.3739712e+24 6.0958681e+25 2.2179428e+26
 2.5970  4.2389247e+24 6.4728452e+25 2.5930619e+26
 2.6068  4.1038224e+24 6.4450856e+25 2.8435135e+26
 2.6166  3.9684450e+24 5.7656999e+25 2.1412779e+26
 2.6264  3.8462110e+24 7.7930762e+25 1.0604210e+27
 2.6362  3.7196357e+24 5.5562787e+25 2.0919105e+26
 2.6460  3.6011290e+24 5.4544051e+25 2.0676535e+26
 2.6558  3.4864265e+24 5.3544507e+25 2.0436833e+26
 2.6656  3.3754986e+24 5.2565627e+25 2.0200980e+26
 2.6754  3.2681809e+24 5.1605205e+25 1.9968082e+26
 2.6852  3.1642641e+24 5.0662981e+25 1.9738137e+26
 2.6950  3.0637774e+24 4.9739687e+25 1.9511388e+26
 2.7048  3.1829522e+24 5.4705168e+25 1.9287124e+26
 2.7146  3.0818901e+24 5.3711438e+25 1.9065752e+26
 2.7244  2.9841698e+24 5.2737755e+25 1.8847510e+26
 2.7342  2.8895101e+24 5.1781099e+25 1.8631701e+26
 2.7440  2.7979213e+24 5.0843488e+25 1.8418989e+26
 2.7538  2.7093267e+24 4.9924191e+25 1.8209077e+26
 2.7636  2.6235097e+24 4.9021427e+25 1.8001540e+26
 2.7734  2.5404050e+24 4.8134559e+25 1.7796495e+26
 2.7832  2.4600223e+24 4.7265499e+25 1.7594192e+26
 2.7930  2.3822366e+24 4.6413581e+25 1.7394749e+26
 2.8028  2.3069296e+24 4.5576739e+25 1.7197739e+26
 2.8126  2.2340235e+24 4.4756122e+25 1.7003149e+26
 2.8224  2.1634264e+24 4.3950420e+25 1.6810831e+26
 2.8322  2.0950821e+24 4.3159064e+25 1.6620892e+26
 2.8420  2.0289528e+24 4.2383811e+25 1.6433582e+26
 2.8518  1.9649354e+24 4.1622725e+25 1.6248494e+26
 2.8616  1.9029641e+24 4.0876222e+25 1.6065986e+26
 2.8714  1.8429596e+24 4.0143107e+25 1.5885542e+26
 2.8812  5.6544920e+24 1.1679906e+26 3.4631951e+26
 2.8910  1.7286186e+24 3.8717643e+25 1.5531259e+26
 2.9008  1.6741515e+24 3.8024257e+25 1.5357270e+26
 2.9106  1.6214821e+24 3.7345201e+25 1.5185905e+26
 2.9204  1.5704490e+24 3.6678102e+25 1.5016511e+26
 2.9302  1.5210249e+24 3.6022470e+25 1.4848830e+26
 2.9400  1.4731878e+24 3.5379884e+25 1.4683477e+26
 2.9498  1.4268494e+24 3.4748651e+25 1.4520040e+26
 2.9596  1.3820454e+24 3.4130090e+25 1.4359028e+26
 2.9694  1.3386350e+24 3.3522750e+25 1.4199902e+26
 2.9792  1.2965956e+24 3.2926187e+25 1.4042431e+26
 2.9890  1.2558652e+24 3.2339973e+25 1.3886709e+26
 2.9988  1.2164562e+24 3.1765565e+25 1.3733316e+26
 3.0086  1.1950117e+24 3.1201950e+25 1.3581781e+26
 3.0184  1.1413602e+24 3.0648153e+25 1.3431953e+26
 3.0282  2.2510251e+24 5.4489937e+25 1.9710173e+26
 3.0380  1.0709263e+24 2.9571096e+25 1.3137712e+26
 3.0478  1.0373850e+24 2.9047792e+25 1.2993406e+26
 3.0576  1.3285499e+24 2.8650334e+25 1.2850615e+26
 3.0674  9.7342175e+23 2.8028468e+25 1.2709604e+26
 3.0772  2.0487790e+24 3.0575257e+25 1.2750621e+26
 3.0870  9.1347117e+23 2.7047039e+25 1.2433018e+26
 3.0968  1.2822868e+24 3.6866571e+25 1.5168918e+26
 3.1066  9.5460363e+23 4.3204999e+25 3.1286769e+26
 3.1164  3.1412720e+24 6.6526404e+25 1.8729766e+26
 3.1262  8.8671170e+23 3.6657796e+25 1.9162949e+26
 3.1360  1.5671014e+24 8.3444472e+25 4.2325287e+26
 3.1458  7.5503138e+23 2.4310177e+25 1.1641671e+26
 3.1556  7.3146067e+23 2.3882512e+25 1.1515206e+26
 3.1654  7.0863208e+23 2.3462596e+25 1.1390147e+26
 3.1752  6.8653213e+23 2.3050805e+25 1.1266902e+26
 3.1850  6.6512978e+23 2.2646368e+25 1.1145061e+26
 3.1948  6.4439509e+23 2.2249061e+25 1.1024478e+26
 3.2046  6.2430427e+23 2.1858817e+25 1.0905339e+26
 3.2144  6.0485909e+23 2.1475794e+25 1.0787680e+26
 3.2242  5.8601797e+23 2.1099761e+25 1.0671443e+26
 3.2340  5.6776675e+23 2.0730436e+25 1.0556448e+26
 3.2438  5.5010841e+23 2.0368189e+25 1.0443092e+26
 3.2536  5.3298778e+23 2.0012161e+25 1.0330904e+26
 3.2634  5.1640218e+23 1.9662302e+25 1.0219820e+26
 3.2732  5.0034315e+23 1.9318978e+25 1.0110237e+26
 3.2830  4.8481573e+23 1.9303960e+25 1.1976191e+26
 3.2928  4.6972838e+23 1.8651210e+25 9.8950569e+25
 3.3026  4.5512815e+23 1.8457542e+25 1.0574756e+26
 3.3124  4.4098608e+23 1.8006545e+25 9.6845683e+25
 3.3222  4.2729582e+23 1.7920719e+25 1.4252834e+26
 3.3320  4.1402756e+23 1.7385267e+25 9.4790403e+25
 3.3418  4.0118345e+23 1.7082989e+25 9.3782222e+25
 3.3516  3.8873971e+23 1.6909929e+25 1.0096700e+26
 3.3614  3.7667847e+23 1.6494661e+25 9.1798354e+25
 3.3712  3.6499508e+23 1.6207994e+25 9.0822877e+25
 3.3810  3.5368023e+23 1.5926841e+25 8.9859452e+25
 3.3908  3.4272378e+23 1.5650806e+25 8.8907681e+25
 3.4006  3.3210554e+23 1.5436116e+25 9.1822282e+25
 3.4104  3.2181769e+23 1.5113107e+25 8.7036346e+25
 3.4202  3.1185239e+23 1.4851401e+25 8.6115952e+25
 3.4300  3.0219847e+23 1.4594482e+25 8.5207483e+25
 3.4398  2.9284515e+23 1.4341992e+25 8.4308563e+25
 3.4496  2.8378194e+23 1.4093914e+25 8.3418789e+25
 3.4594  2.7500868e+23 1.3850712e+25 8.2542594e+25
 3.4692  2.6650551e+23 1.3611560e+25 8.1674748e+25
 3.4790  2.5826314e+23 1.3376433e+25 8.0814848e+25
 3.4888  2.5027879e+23 1.3145640e+25 7.9966314e+25
 3.4986  2.4254814e+23 1.2919005e+25 7.9127824e+25
 3.5084  2.3505957e+23 1.2696658e+25 7.8300506e+25
 3.5182  2.2779617e+23 1.2477815e+25 7.7479301e+25
 3.5280  2.2076111e+23 1.2262782e+25 7.6667563e+25
 3.5378  2.1394922e+23 1.2051976e+25 7.5867687e+25
 3.5476  2.0734635e+23 1.1844648e+25 7.5074667e+25
 3.5574  2.0094806e+23 1.1640937e+25 7.4290896e+25
 3.5672  1.9475443e+23 1.1441251e+25 7.3518694e+25
 3.5770  1.8874851e+23 1.1244719e+25 7.2752253e+25
 3.5868  1.8292646e+23 1.1051492e+25 7.1993911e+25
 3.5966  1.7728865e+23 1.0861957e+25 7.1245983e+25
 3.6064  1.7182835e+23 1.0675831e+25 7.0506361e+25
 3.6162  1.6653526e+23 1.0492922e+25 6.9774644e+25
 3.6260  1.6140682e+23 1.0313096e+25 6.9051269e+25
 3.6358  1.5643752e+23 1.0136592e+25 6.8336017e+25
 3.6456  1.5161974e+23 9.9630165e+24 6.7627583e+25
 3.6554  1.4695383e+23 9.7925049e+24 6.6928168e+25
 3.6652  1.4243285e+23 9.6251532e+24 6.6236693e+25
 3.6750  1.3805259e+23 9.4607074e+24 6.5552714e+25
 3.6848  1.3380664e+23 9.2990502e+24 6.4876676e+25
 3.6946  1.2969195e+23 9.1402743e+24 6.4207500e+25
 3.7044  2.1193263e+23 1.5502192e+25 9.8826611e+25
 3.7142  1.2266946e+23 8.8310936e+24 6.2892392e+25
 3.7240  1.1809807e+23 8.6804079e+24 6.2244980e+25
 3.7338  1.1621991e+23 8.5326517e+24 6.1606395e+25
 3.7436  1.1095795e+23 8.3873622e+24 6.0974487e+25
 3.7534  1.5502713e+23 8.2444357e+24 6.0348296e+25
 3.7632  1.0424832e+23 8.1040732e+24 5.9729054e+25
 3.7730  1.0104803e+23 7.9661699e+24 5.9117160e+25
 3.7828  2.1048756e+23 7.8898909e+24 5.8513295e+25
 3.7926  9.4945063e+22 7.6977331e+24 5.7915007e+25
 3.8024  9.2031547e+22 7.5668515e+24 5.7322174e+25
 3.8122  1.9098527e+23 8.0215371e+24 5.6847137e+25
 3.8220  8.6475660e+22 7.3121088e+24 5.6158518e+25
 3.8318  8.3826417e+22 7.1881162e+24 5.5586326e+25
 3.8416  1.8450201e+23 1.2833962e+25 6.0088261e+25
 3.8514  7.8768084e+22 6.9463939e+24 5.4460200e+25
 3.8612  7.6921286e+22 1.0952785e+25 1.1786713e+26
 3.8710  1.3301834e+23 3.7248911e+25 1.4916092e+26
 3.8808  7.2380429e+22 1.0692084e+25 1.0938462e+26
 3.8906  6.9556679e+22 6.4877977e+24 5.2281391e+25
 3.9004  7.5691850e+22 2.8234312e+25 2.7934382e+26
 3.9102  6.5363892e+22 6.2700464e+24 5.1225967e+25
 3.9200  6.3365274e+22 6.1641746e+24 5.0707967e+25
 3.9298  6.1426799e+22 6.0599991e+24 5.0194474e+25
 3.9396  5.9548949e+22 5.9735933e+24 5.3847301e+25
 3.9494  5.7729831e+22 5.8572141e+24 4.9186492e+25
 3.9592  5.5965011e+22 5.7583207e+24 4.8689267e+25
 3.9690  5.4254588e+22 5.6611454e+24 4.8198248e+25
 3.9788  5.2596475e+22 5.5656591e+24 4.7711899e+25
 3.9886  5.0990268e+22 5.4718771e+24 4.7231285e+25
 3.9984  4.9434359e+22 5.3798548e+24 4.6757453e+25
 4.0082  4.7924510e+22 5.2891856e+24 4.6286694e+25
 4.0180  4.6461216e+22 5.2000965e+24 4.5820805e+25
 4.0278  4.5043068e+22 5.1126022e+24 4.5360815e+25
 4.0376  4.3668321e+22 5.0265577e+24 4.4905257e+25
 4.0474  4.2336654e+22 4.9420940e+24 4.4455155e+25
 4.0572  4.1045417e+22 4.8590686e+24 4.4010091e+25
 4.0670  3.9794005e+22 4.7774201e+24 4.3569341e+25
 4.0768  3.8580599e+22 4.7087016e+24 4.6175971e+25
 4.0866  3.7405242e+22 4.6184227e+24 4.2702685e+25
 4.0964  3.6265584e+22 4.5409555e+24 4.2276367e+25
 4.1062  3.5159648e+22 4.4749024e+24 5.1407307e+25
 4.1160  3.4088423e+22 4.3898144e+24 4.1435420e+25
 4.1258  3.3049757e+22 4.3161795e+24 4.1021786e+25
 4.1356  3.2043450e+22 4.2439082e+24 4.0613536e+25
 4.1454  3.1068207e+22 4.1728740e+24 4.0209319e+25
 4.1552  3.0122089e+22 4.1029861e+24 3.9808728e+25
